T;DTG;Synthesis;Sublimation;Destruction;Undefined;Cumulative
303.78269;-0.074040574;-0.040477456;-5.44E-05;-0.017478828;-9.11E-13;-0.058010684
304.73761;-0.068175727;-0.039050667;-3.91E-05;-0.019665287;-1.54E-12;-0.058755028
305.69252;-0.068512246;-0.037644998;-2.79E-05;-0.022030807;-2.57E-12;-0.059703659
306.64744;-0.073133153;-0.036261799;-1.97E-05;-0.024575578;-4.29E-12;-0.060857082
307.60235;-0.070971317;-0.034902377;-1.38E-05;-0.027297274;-7.10E-12;-0.062213485
308.55727;-0.073451339;-0.033567879;-9.64E-06;-0.030191033;-1.17E-11;-0.063768551
309.51218;-0.07629014;-0.032259408;-6.67E-06;-0.033249024;-1.92E-11;-0.065515097
310.4671;-0.072867343;-0.030977909;-4.57E-06;-0.036460529;-3.12E-11;-0.067443012
311.42201;-0.074915259;-0.029724285;-3.11E-06;-0.03981157;-5.06E-11;-0.06953897
312.37693;-0.078461141;-0.028499285;-2.11E-06;-0.04328513;-8.14E-11;-0.07178652
313.33184;-0.077430635;-0.027303613;-1.41E-06;-0.046860883;-1.30E-10;-0.074165908
314.28676;-0.079160366;-0.026137827;-9.40E-07;-0.05051557;-2.08E-10;-0.076654337
315.24167;-0.081961193;-0.025002444;-6.21E-07;-0.054222858;-3.29E-10;-0.079225923
316.19659;-0.081556586;-0.02389784;-4.07E-07;-0.057953885;-5.17E-10;-0.081852133
317.1515;-0.080222297;-0.022824352;-2.65E-07;-0.061677265;-8.09E-10;-0.084501883
318.10642;-0.083668663;-0.021782187;-1.71E-07;-0.065359786;-1.26E-09;-0.087142145
319.06133;-0.086136901;-0.020771512;-1.10E-07;-0.068966562;-1.95E-09;-0.089738186
320.01625;-0.083923998;-0.019792377;-6.97E-08;-0.072461857;-3.00E-09;-0.092254307
320.97116;-0.085585639;-0.018844795;-4.40E-08;-0.075809358;-4.59E-09;-0.094654202
321.92608;-0.086722207;-0.017928671;-2.76E-08;-0.078973078;-6.98E-09;-0.096901783
322.88099;-0.087998881;-0.017043877;-1.71E-08;-0.081917714;-1.06E-08;-0.098961619
323.83591;-0.088302665;-0.016190187;-1.06E-08;-0.08460956;-1.59E-08;-0.100799773
324.79082;-0.089701114;-0.015367351;-6.47E-09;-0.087016898;-2.38E-08;-0.102384279
325.74574;-0.091733318;-0.014575025;-3.93E-09;-0.089110847;-3.53E-08;-0.103685912
326.70065;-0.093192;-0.01381285;-2.37E-09;-0.090865735;-5.22E-08;-0.104678639
327.65557;-0.093434241;-0.013080382;-1.42E-09;-0.092259794;-7.68E-08;-0.105340254
328.61048;-0.094085018;-0.012377166;-8.42E-10;-0.093275471;-1.12E-07;-0.10565275
329.5654;-0.096597775;-0.011702676;-4.97E-10;-0.093899906;-1.63E-07;-0.105602745
330.52031;-0.097810289;-0.011056376;-2.90E-10;-0.094125117;-2.36E-07;-0.10518173
331.47523;-0.096511354;-0.01043767;-1.69E-10;-0.093948229;-3.39E-07;-0.104386239
332.43014;-0.099505974;-0.009845959;-9.71E-11;-0.093371509;-4.85E-07;-0.103217953
333.38506;-0.103875475;-0.009280591;-5.55E-11;-0.092402306;-6.89E-07;-0.101683586
334.33997;-0.103786435;-0.008740916;-3.15E-11;-0.091052944;-9.73E-07;-0.099794833
335.29489;-0.103423728;-0.00822624;-1.77E-11;-0.089340379;-1.37E-06;-0.097567986
336.2498;-0.102733669;-0.007735876;-9.91E-12;-0.087285956;-1.91E-06;-0.095023742
337.20472;-0.104629695;-0.007269101;-5.50E-12;-0.084914829;-2.65E-06;-0.092186583
338.15963;-0.104649336;-0.006825205;-3.03E-12;-0.08225561;-3.66E-06;-0.089084479
339.11455;-0.105068347;-0.006403446;-1.65E-12;-0.079339608;-5.03E-06;-0.085748087
340.06946;-0.103845358;-0.006003099;-8.96E-13;-0.076200434;-6.87E-06;-0.082210406
341.02438;-0.102803068;-0.005623419;-4.82E-13;-0.072873115;-9.33E-06;-0.078505866
341.97929;-0.10177911;-0.005263675;-2.57E-13;-0.069393714;-1.26E-05;-0.074669989
342.93421;-0.0987164;-0.004923124;-1.36E-13;-0.065798408;-1.69E-05;-0.070738448
343.88912;-0.096348987;-0.004601042;-7.17E-14;-0.062123167;-2.26E-05;-0.06674679
344.84404;-0.089314838;-0.004296697;-3.74E-14;-0.058402872;-3.00E-05;-0.062729542
345.79895;-0.075643291;-0.004009378;-1.94E-14;-0.0546711;-3.96E-05;-0.058720036
346.75387;-0.063264131;-0.003738371;-9.96E-15;-0.05095934;-5.19E-05;-0.054749625
347.70878;-0.038784716;-0.003482984;-5.08E-15;-0.047296913;-6.77E-05;-0.050847641
348.6637;-0.011774212;-0.003242528;-2.57E-15;-0.043710336;-8.79E-05;-0.047040762
349.61861;-0.006599425;-0.003016336;-1.29E-15;-0.04022338;-1.13E-04;-0.043353117
350.57353;-0.008107865;-0.002803746;-6.44E-16;-0.0368566;-1.45E-04;-0.039805824
351.52844;-0.008706265;-0.002604123;-3.19E-16;-0.033627539;-1.86E-04;-0.03641723
352.48336;-0.009012667;-0.002416837;-1.56E-16;-0.030550418;-2.35E-04;-0.03320262
353.43827;-0.009724986;-0.002241284;-7.62E-17;-0.027636458;-2.97E-04;-0.030174575
354.39319;-0.009638565;-0.002076871;-3.69E-17;-0.024893721;-3.72E-04;-0.027342827
355.3481;-0.009587498;-0.00192303;-1.77E-17;-0.022327518;-4.64E-04;-0.024714689
356.30302;-0.00982712;-0.001779203;-8.43E-18;-0.019940372;-5.75E-04;-0.022295038
357.25793;-0.010463493;-0.001644859;-3.98E-18;-0.017732472;-7.09E-04;-0.020086771
358.21285;-0.011425909;-0.00151948;-1.87E-18;-0.015701728;-8.70E-04;-0.018090862
359.16776;-0.011999431;-0.001402572;-8.70E-19;-0.013844232;-0.001060007;-0.01630681
360.12268;-0.011207238;-0.001293654;-4.02E-19;-0.012154369;-0.001284704;-0.014732727
361.07759;-0.011141767;-0.001192272;-1.84E-19;-0.010625252;-0.001548206;-0.01336573
362.03251;-0.011673388;-0.001097982;-8.39E-20;-0.009248859;-0.001855185;-0.012202026
362.98742;-0.012150013;-0.001010366;-3.79E-20;-0.008016418;-0.00221043;-0.011237215
363.94234;-0.012930421;-9.29E-04;-1.70E-20;-0.006918543;-0.00261878;-0.010466344
364.89725;-0.012673777;-8.54E-04;-7.55E-21;-0.005945553;-0.003084979;-0.009884097
365.85217;-0.012677705;-7.84E-04;-3.33E-21;-0.005087588;-0.003613584;-0.0094848
366.80708;-0.01315433;-7.19E-04;-1.46E-21;-0.004334859;-0.004208771;-0.009262495
367.762;-0.014056514;-6.59E-04;-6.35E-22;-0.003677731;-0.004874219;-0.009210892
368.71691;-0.014470287;-6.04E-04;-2.74E-22;-0.003106908;-0.005612883;-0.009323339
369.67183;-0.01481859;-5.52E-04;-1.17E-22;-0.002613477;-0.006426869;-0.009592728
370.62674;-0.015570191;-5.05E-04;-4.99E-23;-0.002189034;-0.007317188;-0.010011384
371.58166;-0.015646137;-4.62E-04;-2.10E-23;-0.001825695;-0.008283644;-0.010570959
372.53657;-0.017315634;-4.22E-04;-8.80E-24;-0.001516169;-0.009324596;-0.011262269
373.49149;-0.018312095;-3.85E-04;-3.66E-24;-0.001253743;-0.010436888;-0.012075208
374.4464;-0.017417768;-3.51E-04;-1.51E-24;-0.001032318;-0.011615647;-0.012998578
375.40132;-0.017153268;-3.19E-04;-6.16E-25;-8.46E-04;-0.012854293;-0.014020062
376.35623;-0.017752977;-2.91E-04;-2.50E-25;-6.91E-04;-0.014144396;-0.015126092
377.31115;-0.019608411;-2.64E-04;-1.01E-25;-5.62E-04;-0.015475794;-0.016301913
378.26606;-0.020743669;-2.40E-04;-4.03E-26;-4.55E-04;-0.016836545;-0.017531521
379.22098;-0.019992068;-2.18E-04;-1.60E-26;-3.66E-04;-0.018213158;-0.018797848
380.17589;-0.018753366;-1.98E-04;-6.30E-27;-2.94E-04;-0.019590662;-0.020082795
381.13081;-0.019134405;-1.80E-04;-2.46E-27;-2.35E-04;-0.02095295;-0.021367537
382.08572;-0.021462535;-1.63E-04;-9.55E-28;-1.87E-04;-0.022282958;-0.022632663
383.04064;-0.022813846;-1.47E-04;-3.68E-28;-1.48E-04;-0.023563114;-0.023858581
383.99555;-0.02156205;-1.33E-04;-1.40E-28;-1.17E-04;-0.024775599;-0.025025748
384.95047;-0.022011178;-1.20E-04;-5.33E-29;-9.18E-05;-0.025902863;-0.026115147
385.90538;-0.023742217;-1.09E-04;-2.00E-29;-7.18E-05;-0.026927936;-0.027108568
386.8603;-0.022922527;-9.82E-05;-7.48E-30;-5.59E-05;-0.027834949;-0.027989095
387.81521;-0.024038144;-8.86E-05;-2.77E-30;-4.34E-05;-0.028609453;-0.028741404
388.77013;-0.023985768;-7.98E-05;-1.02E-30;-3.35E-05;-0.029238877;-0.029352192
389.72504;-0.024089211;-7.19E-05;-3.72E-31;-2.58E-05;-0.029712803;-0.029810432
390.67996;-0.026890038;-6.47E-05;-1.35E-31;-1.97E-05;-0.030023306;-0.030107694
391.63487;-0.027068118;-5.81E-05;-4.85E-32;-1.50E-05;-0.030165135;-0.030238309
392.58979;-0.026989554;-5.22E-05;-1.73E-32;-1.14E-05;-0.030135884;-0.030199527
393.5447;-0.025537418;-4.69E-05;-6.12E-33;-8.63E-06;-0.029936051;-0.029991563
394.49962;-0.025788825;-4.21E-05;-2.15E-33;-6.49E-06;-0.02956902;-0.029617568
395.45453;-0.028868556;-3.77E-05;-7.50E-34;-4.87E-06;-0.029040984;-0.029083543
396.40945;-0.032295282;-3.38E-05;-2.59E-34;-3.63E-06;-0.028360738;-0.028398126
397.36436;-0.031898531;-3.02E-05;-8.91E-35;-2.70E-06;-0.02753948;-0.027572386
398.31928;-0.02972491;-2.70E-05;-3.04E-35;-2.00E-06;-0.02659045;-0.026619459
399.27419;-0.031091934;-2.41E-05;-1.03E-35;-1.47E-06;-0.025528643;-0.025554248
400.22911;-0.030278791;-2.15E-05;-3.45E-36;-1.08E-06;-0.024370332;-0.024392959
401.18402;-0.030047025;-1.92E-05;-1.15E-36;-7.88E-07;-0.023132752;-0.023152763
402.13894;-0.032638347;-1.71E-05;-3.80E-37;-5.73E-07;-0.021833572;-0.021851281
403.09385;-0.03200983;-1.53E-05;-1.25E-37;-4.15E-07;-0.020490589;-0.020506268
404.04877;-0.029431603;-1.36E-05;-4.06E-38;-2.99E-07;-0.019121225;-0.019135109
405.00368;-0.029286258;-1.21E-05;-1.31E-38;-2.15E-07;-0.01774227;-0.017754567
405.9586;-0.025008417;-1.07E-05;-4.20E-39;-1.54E-07;-0.016369455;-0.016380345
406.91351;-0.012424989;-9.53E-06;-1.34E-39;-1.09E-07;-0.015017288;-0.015026931
407.86843;-0.004157376;-8.46E-06;-4.23E-40;-7.76E-08;-0.01369873;-0.013707267
408.82334;-0.003621827;-7.50E-06;-1.33E-40;-5.48E-08;-0.012425144;-0.012432698
409.77826;-0.002177548;-6.64E-06;-4.12E-41;-3.85E-08;-0.011206087;-0.011212769
410.73317;-0.001082882;-5.88E-06;-1.27E-41;-2.69E-08;-0.010049372;-0.01005528
411.68809;-0.00157522;-5.20E-06;-3.90E-42;-1.88E-08;-0.008960974;-0.008966196
412.643;-0.001425947;-4.60E-06;-1.19E-42;-1.30E-08;-0.007945184;-0.007949796
413.59792;-8.00E-04;-4.06E-06;-3.58E-43;-9.00E-09;-0.007004612;-0.007008682
414.55283;-9.47E-04;-3.58E-06;-1.07E-43;-6.19E-09;-0.0061404;-0.00614399
415.50775;-0.001150971;-3.16E-06;-3.18E-44;-4.24E-09;-0.005352301;-0.005355465
416.46266;-9.95E-04;-2.78E-06;-9.39E-45;-2.90E-09;-0.00463892;-0.004641707
417.41758;-0.001932689;-2.45E-06;-2.75E-45;-1.97E-09;-0.003997832;-0.004000285
418.37249;-9.95E-04;-2.16E-06;-7.99E-46;-1.33E-09;-0.003425821;-0.00342798
419.32741;5.19E-04;-1.90E-06;-2.30E-46;-8.96E-10;-0.002919013;-0.00292091
420.28232;-2.16E-04;-1.67E-06;-6.59E-47;-6.01E-10;-0.002473091;-0.002474757
421.23724;-0.001779488;-1.46E-06;-1.87E-47;-4.01E-10;-0.002083413;-0.002084875
422.19215;-0.001564745;-1.28E-06;-5.27E-48;-2.67E-10;-0.001745192;-0.001746474
423.14707;-1.31E-06;-1.12E-06;-1.47E-48;-1.77E-10;-0.00145359;-0.001454714
424.10198;1.05E-04;-9.84E-07;-4.09E-49;-1.16E-10;-0.001203854;-0.001204838
425.0569;-8.38E-04;-8.61E-07;-1.13E-49;-7.64E-11;-9.91E-04;-9.92E-04
426.01181;-0.001500584;-7.53E-07;-3.08E-50;-4.99E-11;-8.12E-04;-8.13E-04
426.96673;-6.27E-04;-6.58E-07;-8.36E-51;-3.25E-11;-6.61E-04;-6.62E-04
427.92164;-6.94E-05;-5.74E-07;-2.25E-51;-2.11E-11;-5.35E-04;-5.36E-04
428.87656;-0.0013081;-5.01E-07;-6.01E-52;-1.36E-11;-4.31E-04;-4.31E-04
429.83147;-0.002356938;-4.36E-07;-1.59E-52;-8.73E-12;-3.45E-04;-3.45E-04
430.78639;-0.001048837;-3.80E-07;-4.20E-53;-5.59E-12;-2.74E-04;-2.75E-04
431.7413;-1.58E-04;-3.31E-07;-1.10E-53;-3.56E-12;-2.17E-04;-2.17E-04
432.69622;-4.61E-04;-2.88E-07;-2.84E-54;-2.26E-12;-1.71E-04;-1.71E-04
433.65113;-8.88E-04;-2.50E-07;-7.30E-55;-1.43E-12;-1.34E-04;-1.34E-04
434.60605;-0.001669497;-2.17E-07;-1.86E-55;-8.96E-13;-1.04E-04;-1.04E-04
435.56096;-0.002514067;-1.88E-07;-4.72E-56;-5.61E-13;-8.05E-05;-8.07E-05
436.51588;-0.001534628;-1.63E-07;-1.19E-56;-3.50E-13;-6.19E-05;-6.21E-05
437.47079;-5.24E-05;-1.41E-07;-2.96E-57;-2.17E-13;-4.73E-05;-4.75E-05
438.42571;-5.24E-05;-1.22E-07;-7.34E-58;-1.34E-13;-3.60E-05;-3.61E-05
439.38062;-3.52E-04;-1.06E-07;-1.80E-58;-8.27E-14;-2.72E-05;-2.73E-05
440.33554;4.71E-04;-9.15E-08;-4.40E-59;-5.07E-14;-2.05E-05;-2.06E-05
441.29045;2.45E-04;-7.90E-08;-1.06E-59;-3.10E-14;-1.53E-05;-1.54E-05
442.24537;-0.001187635;-6.82E-08;-2.56E-60;-1.88E-14;-1.14E-05;-1.14E-05
443.20028;-0.001661641;-5.88E-08;-6.09E-61;-1.14E-14;-8.41E-06;-8.47E-06
444.1552;-0.001584386;-5.06E-08;-1.44E-61;-6.86E-15;-6.18E-06;-6.23E-06
445.11011;-0.001529391;-4.36E-08;-3.38E-62;-4.12E-15;-4.52E-06;-4.56E-06
446.06503;-0.001581767;-3.75E-08;-7.88E-63;-2.46E-15;-3.28E-06;-3.32E-06
447.01994;-8.94E-04;-3.22E-08;-1.82E-63;-1.46E-15;-2.37E-06;-2.41E-06
447.97486;-5.16E-04;-2.77E-08;-4.18E-64;-8.67E-16;-1.70E-06;-1.73E-06
448.92977;-5.21E-04;-2.38E-08;-9.53E-65;-5.11E-16;-1.22E-06;-1.24E-06
449.88469;-8.90E-04;-2.04E-08;-2.15E-65;-3.00E-16;-8.65E-07;-8.86E-07
450.8396;-0.001411544;-1.75E-08;-4.83E-66;-1.76E-16;-6.11E-07;-6.29E-07
451.79452;-0.001099904;-1.49E-08;-1.08E-66;-1.02E-16;-4.29E-07;-4.44E-07
452.74943;-2.63E-04;-1.28E-08;-2.38E-67;-5.93E-17;-3.00E-07;-3.13E-07
453.70435;4.71E-04;-1.09E-08;-5.21E-68;-3.42E-17;-2.08E-07;-2.19E-07
454.65926;7.86E-06;-9.34E-09;-1.13E-68;-1.97E-17;-1.44E-07;-1.53E-07
455.61418;-9.94E-04;-7.97E-09;-2.45E-69;-1.13E-17;-9.87E-08;-1.07E-07
456.56909;-0.001054075;-6.80E-09;-5.24E-70;-6.42E-18;-6.74E-08;-7.42E-08
457.52401;-0.00130941;-5.79E-09;-1.11E-70;-3.64E-18;-4.57E-08;-5.15E-08
458.47892;-0.001203348;-4.93E-09;-2.35E-71;-2.06E-18;-3.09E-08;-3.58E-08
459.43384;-9.95E-04;-4.20E-09;-4.93E-72;-1.16E-18;-2.07E-08;-2.49E-08
460.38875;-9.55E-04;-3.57E-09;-1.02E-72;-6.49E-19;-1.38E-08;-1.74E-08
461.34367;-7.84E-04;-3.03E-09;-2.11E-73;-3.62E-19;-9.17E-09;-1.22E-08
462.29858;-8.80E-04;-2.57E-09;-4.33E-74;-2.01E-19;-6.05E-09;-8.63E-09
463.2535;-4.78E-04;-2.18E-09;-8.79E-75;-1.11E-19;-3.97E-09;-6.15E-09
464.20841;-4.19E-04;-1.85E-09;-1.77E-75;-6.13E-20;-2.59E-09;-4.44E-09
465.16333;-7.29E-04;-1.57E-09;-3.55E-76;-3.36E-20;-1.68E-09;-3.25E-09
466.11824;-0.001185016;-1.33E-09;-7.05E-77;-1.84E-20;-1.08E-09;-2.41E-09
467.07316;-7.84E-04;-1.12E-09;-1.39E-77;-9.99E-21;-6.95E-10;-1.82E-09
468.02807;-2.03E-04;-9.48E-10;-2.72E-78;-5.41E-21;-4.43E-10;-1.39E-09
468.98299;-4.18E-04;-8.00E-10;-5.27E-79;-2.92E-21;-2.81E-10;-1.08E-09
469.9379;6.49E-04;-6.75E-10;-1.02E-79;-1.57E-21;-1.77E-10;-8.53E-10
470.89282;1.62E-04;-5.69E-10;-1.94E-80;-8.37E-22;-1.11E-10;-6.80E-10
471.84773;-0.001459992;-4.80E-10;-3.68E-81;-4.46E-22;-6.92E-11;-5.49E-10
472.80265;-7.91E-04;-4.04E-10;-6.94E-82;-2.36E-22;-4.29E-11;-4.47E-10
473.75756;0;-3.40E-10;-1.30E-82;-1.25E-22;-2.64E-11;-3.66E-10
474.71248;-8.41E-04;-2.85E-10;-2.40E-83;-6.55E-23;-1.62E-11;-3.02E-10
475.66739;-0.001047528;-2.40E-10;-4.42E-84;-3.43E-23;-9.87E-12;-2.50E-10
476.62231;-2.07E-04;-2.01E-10;-8.08E-85;-1.79E-23;-5.98E-12;-2.07E-10
477.57722;-3.43E-04;-1.69E-10;-1.46E-85;-9.27E-24;-3.60E-12;-1.72E-10
478.53214;-0.001047528;-1.41E-10;-2.64E-86;-4.79E-24;-2.16E-12;-1.43E-10
479.48705;-0.001174541;-1.18E-10;-4.71E-87;-2.46E-24;-1.29E-12;-1.20E-10
480.44197;-0.001046218;-9.89E-11;-8.34E-88;-1.26E-24;-7.62E-13;-9.97E-11
481.39688;-0.001082882;-8.27E-11;-1.47E-88;-6.43E-25;-4.49E-13;-8.31E-11
482.3518;-0.001047528;-6.91E-11;-2.56E-89;-3.27E-25;-2.63E-13;-6.93E-11
483.30671;-5.41E-04;-5.76E-11;-4.43E-90;-1.65E-25;-1.53E-13;-5.78E-11
484.26163;-1.49E-04;-4.81E-11;-7.61E-91;-8.32E-26;-8.85E-14;-4.82E-11
485.21654;-0.001098595;-4.01E-11;-1.30E-91;-4.17E-26;-5.10E-14;-4.01E-11
486.17146;-0.003213291;-3.34E-11;-2.20E-92;-2.08E-26;-2.92E-14;-3.34E-11
487.12637;-0.002409314;-2.78E-11;-3.69E-93;-1.04E-26;-1.66E-14;-2.78E-11
488.08129;-3.27E-05;-2.31E-11;-6.16E-94;-5.12E-27;-9.40E-15;-2.31E-11
489.0362;1.05E-04;-1.92E-11;-1.02E-94;-2.53E-27;-5.29E-15;-1.92E-11
489.99112;-7.86E-06;-1.59E-11;-1.67E-95;-1.24E-27;-2.96E-15;-1.59E-11
490.94603;-3.14E-04;-1.32E-11;-2.73E-96;-6.06E-28;-1.65E-15;-1.32E-11
491.90095;-0.001202038;-1.09E-11;-4.41E-97;-2.95E-28;-9.11E-16;-1.09E-11
492.85586;-0.001571292;-9.06E-12;-7.07E-98;-1.43E-28;-5.01E-16;-9.06E-12
493.81078;-0.001364405;-7.50E-12;-1.13E-98;-6.89E-29;-2.74E-16;-7.50E-12
494.76569;-0.001257033;-6.20E-12;-1.78E-99;-3.31E-29;-1.49E-16;-6.20E-12
495.72061;-8.38E-04;-5.12E-12;-2.79E-100;-1.58E-29;-8.06E-17;-5.12E-12
496.67552;-9.94E-04;-4.23E-12;-4.35E-101;-7.54E-30;-4.33E-17;-4.23E-12
497.63044;-0.001456064;-3.49E-12;-6.72E-102;-3.57E-30;-2.32E-17;-3.49E-12
498.58535;-0.001047528;-2.87E-12;-1.03E-102;-1.69E-30;-1.23E-17;-2.87E-12
499.54027;-9.38E-04;-2.37E-12;-1.57E-103;-7.94E-31;-6.51E-18;-2.37E-12
500.49518;-0.001228233;-1.95E-12;-2.37E-104;-3.72E-31;-3.42E-18;-1.95E-12
