error_min,error_max,true
,,
26000.0,196000.0,110000.0
25000.0,202000.0,113000.0
23000.0,202000.0,112000.0
22000.0,202000.0,112000.0
21000.0,201000.0,111000.0
20000.0,201000.0,111000.0
20000.0,200000.0,110000.0
20000.0,200000.0,110000.0
20000.0,199000.0,109000.0
19000.0,199000.0,109000.0
20000.0,198000.0,109000.0
19000.0,198000.0,109000.0
20000.0,197000.0,108000.0
20000.0,197000.0,108000.0
20000.0,196000.0,108000.0
20000.0,196000.0,108000.0
20000.0,195000.0,108000.0
20000.0,195000.0,107000.0
20000.0,194000.0,107000.0
20000.0,194000.0,107000.0
21000.0,193000.0,107000.0
21000.0,193000.0,107000.0
21000.0,192000.0,106000.0
21000.0,191000.0,106000.0
21000.0,191000.0,106000.0
22000.0,190000.0,106000.0
22000.0,190000.0,106000.0
22000.0,189000.0,106000.0
23000.0,189000.0,106000.0
23000.0,188000.0,105000.0
23000.0,188000.0,105000.0
23000.0,187000.0,105000.0
24000.0,186000.0,105000.0
24000.0,186000.0,105000.0
24000.0,185000.0,105000.0
25000.0,185000.0,105000.0
25000.0,184000.0,104000.0
25000.0,184000.0,104000.0
26000.0,183000.0,104000.0
26000.0,182000.0,104000.0
26000.0,182000.0,104000.0
26000.0,181000.0,104000.0
27000.0,181000.0,104000.0
27000.0,180000.0,104000.0
27000.0,180000.0,103000.0
28000.0,179000.0,103000.0
28000.0,178000.0,103000.0
28000.0,178000.0,103000.0
29000.0,177000.0,103000.0
29000.0,177000.0,103000.0
29000.0,176000.0,103000.0
30000.0,175000.0,103000.0
30000.0,175000.0,102000.0
30000.0,174000.0,102000.0
31000.0,174000.0,102000.0
31000.0,173000.0,102000.0
31000.0,172000.0,102000.0
32000.0,172000.0,102000.0
32000.0,171000.0,102000.0
32000.0,171000.0,101000.0
33000.0,170000.0,101000.0
33000.0,169000.0,101000.0
33000.0,169000.0,101000.0
34000.0,168000.0,101000.0
34000.0,167000.0,101000.0
34000.0,167000.0,101000.0
35000.0,166000.0,100000.0
35000.0,166000.0,100000.0
35000.0,165000.0,100000.0
36000.0,164000.0,100000.0
36000.0,164000.0,100000.0
36000.0,163000.0,100000.0
36000.0,162000.0,99000.0
37000.0,162000.0,99000.0
37000.0,161000.0,99000.0
37000.0,160000.0,99000.0
37000.0,160000.0,99000.0
38000.0,159000.0,98000.0
38000.0,158000.0,98000.0
38000.0,158000.0,98000.0
38000.0,157000.0,98000.0
38000.0,156000.0,97000.0
39000.0,156000.0,97000.0
39000.0,155000.0,97000.0
39000.0,154000.0,96000.0
39000.0,153000.0,96000.0
39000.0,153000.0,96000.0
39000.0,152000.0,95000.0
39000.0,151000.0,95000.0
39000.0,150000.0,95000.0
39000.0,149000.0,94000.0
39000.0,148000.0,94000.0
39000.0,147000.0,93000.0
39000.0,146000.0,92000.0
39000.0,145000.0,92000.0
39000.0,143000.0,91000.0
38000.0,142000.0,90000.0
37000.0,139000.0,88000.0
36000.0,136000.0,86000.0
