error_min,error_max,true
,,
92000.0,105000.0,99000.0
106000.0,109000.0,107000.0
105000.0,115000.0,110000.0
103000.0,120000.0,111000.0
102000.0,123000.0,112000.0
102000.0,125000.0,113000.0
101000.0,126000.0,114000.0
101000.0,127000.0,114000.0
101000.0,128000.0,114000.0
100000.0,129000.0,115000.0
101000.0,129000.0,115000.0
101000.0,129000.0,115000.0
101000.0,129000.0,115000.0
101000.0,129000.0,115000.0
102000.0,128000.0,115000.0
102000.0,128000.0,115000.0
102000.0,128000.0,115000.0
103000.0,127000.0,115000.0
103000.0,126000.0,115000.0
103000.0,126000.0,115000.0
104000.0,125000.0,115000.0
104000.0,125000.0,114000.0
105000.0,124000.0,114000.0
105000.0,123000.0,114000.0
106000.0,122000.0,114000.0
106000.0,122000.0,114000.0
106000.0,121000.0,114000.0
107000.0,120000.0,113000.0
107000.0,119000.0,113000.0
108000.0,118000.0,113000.0
108000.0,117000.0,113000.0
108000.0,117000.0,113000.0
109000.0,116000.0,112000.0
109000.0,115000.0,112000.0
110000.0,114000.0,112000.0
109000.0,114000.0,112000.0
110000.0,113000.0,111000.0
111000.0,112000.0,111000.0
110000.0,111000.0,111000.0
109000.0,112000.0,111000.0
109000.0,111000.0,110000.0
109000.0,111000.0,110000.0
108000.0,111000.0,110000.0
107000.0,112000.0,109000.0
107000.0,111000.0,109000.0
107000.0,111000.0,109000.0
106000.0,112000.0,109000.0
105000.0,112000.0,108000.0
105000.0,111000.0,108000.0
104000.0,111000.0,108000.0
103000.0,112000.0,107000.0
103000.0,111000.0,107000.0
103000.0,111000.0,107000.0
102000.0,111000.0,107000.0
102000.0,111000.0,106000.0
102000.0,111000.0,106000.0
101000.0,110000.0,106000.0
101000.0,110000.0,105000.0
101000.0,110000.0,105000.0
100000.0,109000.0,105000.0
100000.0,109000.0,105000.0
100000.0,109000.0,104000.0
100000.0,108000.0,104000.0
99000.0,108000.0,104000.0
100000.0,107000.0,103000.0
100000.0,106000.0,103000.0
100000.0,106000.0,103000.0
100000.0,105000.0,102000.0
100000.0,104000.0,102000.0
100000.0,103000.0,102000.0
100000.0,103000.0,101000.0
101000.0,101000.0,101000.0
100000.0,101000.0,101000.0
99000.0,102000.0,100000.0
99000.0,101000.0,100000.0
98000.0,102000.0,100000.0
96000.0,103000.0,99000.0
95000.0,103000.0,99000.0
93000.0,104000.0,99000.0
92000.0,105000.0,98000.0
90000.0,106000.0,98000.0
88000.0,107000.0,98000.0
86000.0,109000.0,97000.0
84000.0,110000.0,97000.0
82000.0,111000.0,97000.0
79000.0,113000.0,96000.0
77000.0,115000.0,96000.0
74000.0,117000.0,95000.0
71000.0,119000.0,95000.0
67000.0,121000.0,94000.0
63000.0,124000.0,94000.0
59000.0,127000.0,93000.0
55000.0,130000.0,92000.0
49000.0,134000.0,91000.0
43000.0,138000.0,90000.0
36000.0,142000.0,89000.0
27000.0,148000.0,88000.0
16000.0,155000.0,85000.0
10000.0,165000.0,82000.0
