rate,slope,intercept,std_err
3,0.0001845660617652,-3.3555535110783694,6.881037105487887e-07
5,0.0001835515732101,-2.320021156778779,7.058780737755236e-07
10,0.0001780733198878411,-2.2900217566419343,6.60511825801922e-07
