,conversion,A,Ea
0,1e-05,172447945.11113265,117352.49820993
1,0.01001,305900453.2296821,120449.7775472024
2,0.02001,314514001.6727926,120599.83560827991
3,0.03001,332424200.80526525,120899.1170851786
4,0.04001,333812165.69623035,120921.6326064286
5,0.05001,361358381.6385577,121350.11134111955
6,0.06001,367211479.6034798,121436.93841520256
7,0.07001,373159984.3119615,121523.77419630424
8,0.08001,379205456.9476393,121610.61863245758
9,0.0900099999999999,385349484.279415,121697.47167168018
10,0.10001,401539972.940568,121919.87370745016
11,0.11001,409732476.6492803,122029.01671417626
12,0.1200099999999999,418098435.1303519,122138.24121854242
13,0.13001,426641645.99702656,122247.54723418188
14,0.14001,435365992.58451766,122356.93477454198
15,0.15001,444275445.9396434,122466.40385288165
16,0.16001,453374066.85826105,122575.95448227414
17,0.17001,461215535.9429144,122668.61891004496
18,0.18001,471358824.5695228,122786.17460433969
19,0.19001,481737231.01573193,122903.86537330734
20,0.20001,492356474.55694044,123021.69141317756
21,0.21001,503222419.9421566,123139.65292051164
22,0.22001,514341081.25116915,123257.75009220083
23,0.23001,525718625.85761905,123375.98312546004
24,0.24001,537361378.5031272,123494.35221783916
25,0.25001,548545787.9163189,123605.67061549673
26,0.26001,560142017.4943827,123718.71646028936
27,0.27001,572915781.7570083,123840.56391576822
28,0.28001,585997609.1589249,123962.56596131391
29,0.29001,599395321.1358525,124084.72286882476
30,0.30001,613116947.391604,124207.03491082054
31,0.31001,627170731.6962227,124329.50236044706
32,0.32001,641565137.8519741,124452.1254914766
33,0.33001,658378484.4628153,124591.91838652497
34,0.34001,676392832.7475924,124737.7894978875
35,0.35001,694625643.6935225,124881.52602831864
36,0.36001,710815074.0568056,125006.02606463512
37,0.37001,727403282.8919607,125130.68550055898
38,0.38001,744400605.8009403,125255.50462136796
39,0.39001,761817659.2231793,125380.4837130276
40,0.40001,779941228.1838691,125507.53483393644
41,0.41001,804362976.88797,125674.14588989424
42,0.42001,829681829.9174927,125841.61937478972
43,0.43001,855847333.9013778,126009.40662401188
44,0.44001,881071549.9595244,126166.370569307
45,0.45001,901803641.9737024,126292.0525434598
46,0.46001,923050131.0705786,126417.89000864752
47,0.47001,944824419.8953832,126543.88322983556
48,0.48001,975294642.1645663,126715.4033822202
49,0.49001,1008979744.3242346,126898.89198700873
50,0.50001,1043899991.857822,127082.75184939636
51,0.51001,1080103225.628687,127266.9840285862
52,0.52001,1116596660.8303728,127446.54634873176
53,0.53001,1142602327.1451137,127570.95881962616
54,0.54001,1171001871.8743436,127703.6296232651
55,0.55001,1214545122.8610787,127900.92292653905
56,0.56001,1259804684.4286277,128098.63305541966
57,0.57001,1306851921.1785016,128296.7612270532
58,0.5800099999999999,1355761315.5019472,128495.30866307727
59,0.5900099999999999,1406610610.2180488,128694.27658965351
60,0.6000099999999999,1445126659.4394069,128840.25541436972
61,0.6100099999999999,1502195188.2850451,129049.5483787938
62,0.62001,1561827638.5261757,129259.91495174589
63,0.63001,1623963544.668722,129470.73487005236
64,0.64001,1688713547.367381,129682.00944408483
65,0.65001,1756193415.4418025,129893.73998883906
66,0.66001,1841773548.1650825,130150.85589117
67,0.67001,1918592978.1100152,130371.67291878466
68,0.68001,1998791061.1775048,130592.96188213828
69,0.69001,2082523827.1714442,130814.72407643858
70,0.70001,2169954845.0771794,131036.96080096436
71,0.7100099999999999,2294768316.1650896,131339.17254063897
72,0.7200099999999999,2432949519.741954,131655.14728276496
73,0.7300099999999999,2538007185.8755507,131883.59334298308
74,0.74001,2647830185.7108917,132112.5064070247
75,0.75001,2780716392.4426007,132377.12133297353
76,0.76001,2995516074.719577,132779.20877775847
77,0.77001,3189536361.2800646,133118.34759477188
78,0.78001,3328165485.2469306,133348.25699307412
79,0.79001,3524013404.1796665,133657.24370559663
80,0.80001,3825821310.183424,134101.29030703256
81,0.81001,4132842683.8625064,134518.42397889163
82,0.82001,4338398070.398362,134780.72400109598
83,0.83001,4717621154.669603,135233.56183618633
84,0.8400099999999999,5163071355.172023,135721.13241966753
85,0.8500099999999999,5566018660.647345,136127.2211275707
86,0.8600099999999999,6099506553.745541,136621.82161645405
87,0.87001,6725367631.441238,137149.66025132663
88,0.88001,7492347962.794175,137733.2497242508
89,0.89001,8310823452.4135065,138293.49916005952
90,0.90001,9610722542.147469,139078.7867781947
91,0.91001,10784371103.301554,139701.40765197424
92,0.92001,12870899629.06321,140657.187248907
93,0.93001,15019691352.609737,141491.500879353
94,0.94001,18426164200.665054,142596.094078444
95,0.95001,23669700095.89937,143949.34213414136
96,0.96001,31761655709.51805,145538.4124559854
97,0.97001,44995784476.66601,147420.61338075466
98,0.98001,78792262927.71611,150448.08443490698
99,0.99001,202703383220.51578,155554.31458221228
