rate,slope,intercept,std_err
3,0.0001861240493833,-4.9718257256637495,1.060826756654153e-06
5,0.0001853136005391,-4.381059764677602,9.417197708949692e-07
10,0.00017925454331445135,-3.4398248240642246,7.611936270421637e-07
