rate,slope,intercept,std_err
3,0.0001883020028919,-3.1246200784155675,6.008743798456734e-07
5,0.0001868297124257,-2.8973550733621423,6.727441469182001e-07
10,0.0001800305716639481,-2.2308900305459076,5.435430671106953e-07
