rate,slope,intercept,std_err
3,0.0001883019850005,-3.1246257422456125,6.008756168942162e-07
5,0.0001868297900825,-2.8973488948160835,6.727419945863911e-07
10,0.00018003059186264223,-2.230898091873243,5.435474410005909e-07
