,conversion,A,Ea
0,1e-05,410.11373634252493,58237.41518115236
1,0.01001,17708.92870842359,78853.27092530906
2,0.02001,27926.93901474424,81347.3003519515
3,0.03001,36781.93189615397,82855.22266876802
4,0.04001,45072.230889956496,83968.08766108379
5,0.05001,52549.96386719427,84808.50377545184
6,0.06001,60133.31623195072,85546.54414659533
7,0.07001,67376.27072525791,86169.22011051429
8,0.08001,74271.63872261225,86702.69270442869
9,0.0900099999999999,80628.781981406,87152.34295217374
10,0.10001,87386.9757001099,87593.0362410282
11,0.11001,94297.88951367547,88009.75950478877
12,0.1200099999999999,100622.05434491832,88365.16226266566
13,0.13001,107030.91251098772,88703.22857975215
14,0.14001,113825.28894192961,89040.20421463763
15,0.15001,119748.39189953245,89317.94517062968
16,0.16001,126725.70781037139,89628.01147962715
17,0.17001,132254.88375777865,89861.83092228603
18,0.18001,139173.3649855839,90141.00252052868
19,0.19001,144718.09678771772,90354.89961044726
20,0.20001,151441.11227634977,90603.51895545814
21,0.21001,157721.35346712844,90825.98858871836
22,0.22001,163350.08634151635,91017.97694553148
23,0.23001,170654.70910763778,91257.49363193098
24,0.24001,176280.48654522497,91435.0734830048
25,0.25001,182200.09081304783,91615.91075804032
26,0.26001,189302.81489666953,91825.2916687805
27,0.27001,195056.57123653268,91989.22522116284
28,0.28001,201245.40120461505,92160.24213147174
29,0.29001,208070.15455608576,92342.8377666531
30,0.30001,213954.76280519227,92495.5342524483
31,0.31001,220337.9777399969,92656.49115482476
32,0.32001,227020.26222903395,92820.06853710295
33,0.33001,233076.44156650983,92964.2123878379
34,0.34001,239478.24185852183,93112.56597478162
35,0.35001,246183.78628818307,93263.7649770424
36,0.36001,252373.74993776839,93399.72666917178
37,0.37001,258745.6794985715,93536.24548325458
38,0.38001,265506.1963175578,93677.46197259217
39,0.39001,272074.88795024913,93811.26869768264
40,0.40001,278364.56683589576,93936.39806565877
41,0.41001,285034.319918685,94066.03701195444
42,0.42001,291990.1539895523,94198.04415997324
43,0.43001,298391.6142981,94316.78074963317
44,0.44001,304986.6739655088,94436.47348086152
45,0.45001,311864.84441440343,94558.57799686823
46,0.46001,318934.16822016065,94681.30114385267
47,0.47001,325462.5757435583,94792.241666881
48,0.48001,332287.94765303767,94905.87405604248
49,0.49001,339296.177260334,95020.14744211432
50,0.50001,346358.6699417467,95132.94228686664
51,0.51001,353325.1145303035,95241.97207304295
52,0.52001,360364.6341790086,95349.9833454546
53,0.53001,367421.9948965908,95456.17081879172
54,0.54001,374645.7319767014,95562.76991832705
55,0.55001,382077.42872959236,95670.31395843484
56,0.56001,389339.0768361804,95773.39541145862
57,0.57001,396346.7563972333,95871.06475297826
58,0.5800099999999999,403954.71122323925,95975.16429663089
59,0.5900099999999999,411900.62807668926,96081.81556363714
60,0.6000099999999999,419238.94308862503,96178.4996743906
61,0.6100099999999999,426158.40077762725,96268.12738601428
62,0.62001,434526.07229639543,96374.58966761136
63,0.63001,443063.72462098394,96481.1221464068
64,0.64001,450122.15069512004,96567.65808239864
65,0.65001,457671.4312365327,96658.722748433
66,0.66001,466730.956688664,96766.04251675765
67,0.67001,475505.2454743972,96868.01573422526
68,0.68001,481976.1684513974,96942.0212212312
69,0.69001,491206.8015525272,97045.886751705
70,0.70001,501118.18929658434,97155.26133488488
71,0.7100099999999999,508488.6077563779,97235.20223355928
72,0.7200099999999999,516777.52403394546,97323.73255371982
73,0.7300099999999999,527541.0650592321,97436.5974720288
74,0.74001,536388.8201994749,97527.66247992244
75,0.75001,543873.0941005955,97603.52879453028
76,0.76001,555649.4612653805,97720.81454009018
77,0.77001,565512.1335615629,97817.14397756036
78,0.78001,573192.7356783708,97891.00445436768
79,0.79001,585581.3423213597,98008.07878151943
80,0.80001,595543.1350335116,98100.43657734116
81,0.81001,605865.0594841532,98194.51763756904
82,0.82001,618207.2853944086,98304.93123351736
83,0.83001,626311.3576015889,98376.23779007568
84,0.8400099999999999,640990.2436335034,98503.07712864844
85,0.8500099999999999,653128.8226885314,98605.79068892846
86,0.8600099999999999,665599.0459035314,98709.34147960517
87,0.87001,681056.0267726823,98835.03381685656
88,0.88001,693068.9026639282,98930.76496475367
89,0.89001,707502.190058288,99043.6137546074
90,0.90001,725235.7362838665,99179.15530347
91,0.91001,738592.1579918142,99279.07096942286
92,0.92001,758615.2750638433,99425.52355270716
93,0.93001,779522.1506941114,99574.3712685937
94,0.94001,800932.0204267453,99722.71872928971
95,0.95001,825359.4704189668,99887.2065844323
96,0.96001,852779.8412772345,100066.14574624073
97,0.97001,888831.2449545707,100292.84728659697
98,0.98001,928383.2385869677,100531.21762488832
99,0.99001,990320.8570936614,100884.82299573078
