rate,slope,intercept,std_err
3,0.0001997262134377,-2.7201813239595545,1.981942036280755e-06
5,0.0001949899629393,-2.413153849487955,1.2665858769606555e-06
10,0.00018965835250799775,-2.454442289782726,1.0888863761538449e-06
