rate,slope,intercept,std_err
3,0.0002350881818063,-5.064451059943308,6.292138912770873e-06
5,0.0002269824269615,-4.486955372001333,5.939579987052059e-06
10,0.00021995785163085984,-3.7644497825666123,5.618922983784432e-06
