rate,slope,intercept,std_err
3,0.0001836232061314,-3.072223117502048,7.882236754435491e-07
5,0.0001773701066127,-2.619599980056435,8.467079058941869e-07
10,0.00017253174368844085,-2.5661235325681844,7.002048182857391e-07
