rate,slope,intercept,std_err
3,0.000194745950934,-2.1716290289740883,4.7292482278209786e-07
5,0.0001870497991727,-1.728485213453098,4.725527432549397e-07
10,0.0001808903687158261,-1.905251153502995,5.109175421353478e-07
