,conversion,A,Ea
0,1e-05,1241068.6899580536,85127.06113241623
1,0.01001,609189.35142592,81333.12183432282
2,0.02001,599261.0562457445,81245.5144590963
3,0.03001,565207.9922433916,80933.59882767528
4,0.04001,543537.008792453,80725.15583114547
5,0.05001,544801.650862036,80737.54633060287
6,0.06001,551234.7576652186,80800.13357300029
7,0.07001,545357.9932514223,80742.98806244614
8,0.08001,533919.2943715213,80629.97076954029
9,0.0900099999999999,532182.3846653308,80612.5982004339
10,0.10001,531751.8945994385,80608.28367131078
11,0.11001,531322.7602301755,80603.9792516453
12,0.1200099999999999,530894.9774860695,80599.68492787344
13,0.13001,531042.2496416043,80601.16371904599
14,0.14001,531255.9253547407,80603.3085535201
15,0.15001,530539.178134713,80596.11057719614
16,0.16001,532373.8780065494,80614.51629542527
17,0.17001,534214.8871308975,80632.92165966152
18,0.18001,536062.2270744785,80651.32666984027
19,0.19001,537915.9194775169,80669.73132589945
20,0.20001,539775.9860536006,80688.13562777564
21,0.21001,541546.4056227729,80705.59410827106
22,0.22001,543302.081687517,80722.85092666496
23,0.23001,545356.2522235124,80742.97104165285
24,0.24001,548638.9275879046,80774.96727679469
25,0.25001,551941.7020749697,80806.96679274215
26,0.26001,555264.7002516013,80838.96958464007
27,0.27001,558608.0474626867,80870.97564763098
28,0.28001,561971.869835896,80902.98497685423
29,0.29001,565081.7184854401,80932.40756267573
30,0.30001,568185.6645118713,80961.61328194672
31,0.31001,571419.4397070091,80991.8713819765
32,0.32001,575784.9510157338,81032.4485246779
33,0.33001,580046.0118698495,81071.75919311937
34,0.34001,584339.3972216996,81111.07707672725
35,0.35001,588665.3569327834,81150.40216588808
36,0.36001,592859.0369720234,81188.2498641453
37,0.37001,596837.2410121023,81223.90627446941
38,0.38001,600840.3752353819,81259.54702863937
39,0.39001,605427.3243561868,81300.09483522944
40,0.40001,611062.8388414859,81349.49326277821
41,0.41001,616138.2894930174,81393.5940547502
42,0.42001,621257.1446671331,81437.7055581437
43,0.43001,626247.1693772267,81480.35840321904
44,0.44001,630908.2020030769,81519.89326515501
45,0.45001,635601.4201271083,81559.40710928047
46,0.46001,640327.0177402456,81598.89986655975
47,0.47001,647697.163741113,81659.91560385196
48,0.48001,654159.4022229274,81712.84640400833
49,0.49001,660097.2200252292,81761.02284320272
50,0.50001,665588.7355122311,81805.19403226853
51,0.51001,670912.9482463718,81847.6729297094
52,0.52001,676276.33017618,81890.12486074284
53,0.53001,682266.7038044942,81937.14331792133
54,0.54001,691337.5414826588,82007.56025537547
55,0.55001,699529.9513053263,82070.36840285196
56,0.56001,705869.1225703128,82118.4657160367
57,0.57001,711868.857455488,82163.5913927724
58,0.5800099999999999,717915.0939538348,82208.68368888486
59,0.5900099999999999,724008.1357122095,82253.74249184037
60,0.6000099999999999,734571.175280887,82330.96635063714
61,0.6100099999999999,745661.9932839222,82410.86264249207
62,0.62001,753073.196488709,82463.5919910044
63,0.63001,759834.691981474,82511.24806001273
64,0.64001,766651.1644770048,82558.86427140162
65,0.65001,775122.2970179477,82617.45249497451
66,0.66001,788441.9783260043,82708.29176793479
67,0.67001,800592.1208709768,82789.8263161376
68,0.68001,808911.9476540119,82844.9465590452
69,0.69001,816534.5240244999,82894.95200960337
70,0.70001,825538.553701946,82953.42210987452
71,0.7100099999999999,841215.2573864718,83053.71754078052
72,0.7200099999999999,855565.042218854,83143.89856823557
73,0.7300099999999999,866888.4470818895,83213.9990233133
74,0.74001,875401.8366923649,83266.10295548032
75,0.75001,890566.6957017904,83357.67251828972
76,0.76001,907772.8744028957,83459.69855825916
77,0.77001,925300.3667573942,83561.66053666465
78,0.78001,935657.3553681077,83621.00586333194
79,0.79001,952724.5614552611,83717.38199134772
80,0.80001,973620.5622777103,83833.05476855459
81,0.81001,994963.8420227368,83948.66843737695
82,0.82001,1008492.7531064807,84020.67541042951
83,0.83001,1033648.5352208326,84152.03417510052
84,0.8400099999999999,1059423.9265266769,84283.35330827636
85,0.8500099999999999,1079974.5893435173,84385.7845766808
86,0.8600099999999999,1110631.985407207,84535.02424751222
87,0.87001,1141129.5592469801,84679.4532792249
88,0.88001,1174155.9620876971,84831.56799339215
89,0.89001,1211543.8990747998,84998.69102455337
90,0.90001,1255103.4905223928,85187.01556986217
91,0.91001,1296939.5673481927,85361.8338773703
92,0.92001,1360460.2562954405,85616.76689192791
93,0.93001,1408996.4536522164,85803.66318405182
94,0.94001,1486339.7807568037,86088.57615949254
95,0.95001,1587088.1026638893,86438.2438246256
96,0.96001,1705399.8454215077,86821.57640943944
97,0.97001,1879220.0859391054,87339.04383718673
98,0.98001,2145703.7462870167,88046.0671924026
99,0.99001,2686758.9409862617,89244.96664771404
