rate,slope,intercept,std_err
3,0.0001890008675282,-5.11568567517741,1.5898683858478173e-06
5,0.0001819695292775,-4.808145206402733,1.4486026069077863e-06
10,0.00017696558382429242,-3.937240734229267,1.2600155550760494e-06
