Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9645680417021427,-8.138547381184406,0.9532317726495376,40965.60773366732
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9633668454425417,-7.973649757788562,0.9867477516223399,57823.61034140208
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9628625616522926,-7.919216042611413,0.9784513123962227,66847.6097031554
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9624242816658726,-7.875875709686175,0.9990554515592347,71931.73178623743
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9617112967966872,-7.811223669587589,0.9870391532909896,83549.41737519192
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9603834207498572,-7.70447167335107,0.9998749661802573,108947.49372480104
F3/4,4*(1 - a)**(3/4),0.9572585787972284,-9.993314252873482,0.9467586962947677,159131.14798258487
F1/3,(3/2)*(1 - a)**(1/3),0.9572585787972284,-22.484957068965326,0.9467586962936928,159131.14798070578
F2,(1 - a)**2,0.9572585787972283,-3.7474928448275544,0.9467586963004518,159131.1479851771
F1/A1,(1 - a),0.9572585787972283,-7.494985689655109,0.9467586962999944,159131.14798490898
G2,1 / (3*(1 - a)**2),0.9572585787972283,3.7474928448275535,0.9467586962988215,159131.147984618
R3,3*(1 - a)**(2/3),0.9572585787972283,-11.242478534482661,0.9467586962938119,159131.14798157595
G1,1 / (2*(1 - a)),0.9572585787972281,7.494985689655104,0.9467586962999428,159131.14798462615
R2,2*(1 - a)**(1/2),0.9572585787972281,-14.989971379310209,0.9467586962997208,159131.14798501547
F3/2,2*(1 - a)**(3/2),0.9572585787972281,-4.996657126436737,0.9467586962992125,159131.1479844625
G3,1 / (4*(1 - a)**3),0.9572585787972281,2.4983285632183687,0.9467586962944946,159131.14798248504
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.95359956664213,-7.291240909064554,0.934776582992847,248598.519133765
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9519781068839664,-4.561771290311829,0.913604369118841,289705.98081320344
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9516005164392333,-7.191629247603128,0.9232216078731493,270725.41485502623
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9489855909713356,-8.73504341800569,0.9466361913172879,153845.81953552726
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9411319943901844,-11.623764055885275,0.8620211627559279,424586.9117353822
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9411319943901844,-11.623764055885276,0.8620211627559267,424586.91173538164
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.941064531344918,-16.48087471657495,0.8359138237967949,521564.21655232017
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9143022374340719,-23.81435112681226,0.8014961318261428,663291.9687598754
P4,4*a**(3/4),0.7063745580867398,-102.83390730113969,0.9765757175919526,-2032662.523838638
P2,2*a**(1/2),0.7063745580867398,-154.25086095170954,0.9765757175919051,-2032662.5238392344
E1,a,0.7063745580867398,-77.12543047585478,0.97657571759186,-2032662.523839963
E2,a / 2,0.7063745580867398,-77.12543047585478,0.9765757175918407,-2032662.5238402802
D1,1 / (2*a),0.7063745580867398,77.1254304758548,0.9765757175917696,-2032662.5238411713
P3/2,(2/3)/a**(1/2),0.7063745580867395,154.25086095170954,0.9765757175919162,-2032662.5238387831
P3,3*a**(2/3),0.7063745580867393,-115.68814571378216,0.976575717591866,-2032662.5238395587
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.6995952010443169,-7.763458787467942,0.9830812825578126,190329.5821910836
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.5789812798207743,63.32567402343729,0.9766114406174781,-2032306.0964689674
D2,1 / (-np.log(1 - a)),0.5314287711753268,-57.75511458918239,0.4331472353013582,1534747.82450146
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.5195118410135969,56.90116445479367,0.9766297433415969,-2032125.1929858536
F3,(1 - a)**3,0.5002673056163214,-2.5424143760128417,0.9638471669436283,-2432405.2003724263
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.36804894826760914,40.48253145091872,0.9759576044283441,-2030144.0755797792
B1,1 / (a - (1 - a)),0.0001203273733624267,-0.013200452035453553,0.8588963406944445,198321.21873447066
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
