Model,Equation,R2_score_13,Ea_13,R2_score_14,Ea_14
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.956538942390193,-3.8708352027290274,0.9991247320710704,-260188.9505733961
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.9552157954324002,-7.034777638748226,0.9703416144406403,-66365.73991498316
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.947849701100446,-8.780256157967747,0.8847732632117103,-35413.70974347465
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9429239488323317,-9.555861003057196,0.8073474325913355,-27430.89648388355
D2,1 / (-np.log(1 - a)),0.9383901421023527,8.42893921159521,0.9564286005421299,-797775.6565393409
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.937402478786771,-10.272570378071423,0.9961427823109451,-21826.17375865367
P4,4*a**(3/4),0.9362463788277523,-10.884673338863486,0.9441661387977237,-575077.2867326848
D1,1 / (2*a),0.9362463788277519,8.163505004147613,0.9441661388043986,-575077.2867455337
P3/2,(2/3)/a**(1/2),0.9362463788277516,16.327010008295222,0.9441661388142246,-575077.2867645448
E2,a / 2,0.9362463788277516,-8.163505004147614,0.9441661388051708,-575077.286744822
P2,2*a**(1/2),0.9362463788277512,-16.327010008295222,0.9441661388084072,-575077.2867505697
E1,a,0.9362463788277512,-8.163505004147613,0.9441661388056538,-575077.2867466573
P3,3*a**(2/3),0.9362463788277499,-12.245257506221416,0.9441661388072833,-575077.2867517241
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9315021080981477,8.154113783448405,0.9441672014152107,-575073.3932479566
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.928964422690752,8.147869843470422,0.94416797302755,-575070.7325719562
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9251086176337215,-11.546537069416312,0.5244268107179287,-15732.740345922946
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.9201239230291326,8.118160392208548,0.9441470049511232,-575074.5422513835
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9174568397206134,8.678820889476697,0.6218959241571284,-842086.6232119066
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.8979273997795647,8.79402878229922,0.339255244266407,-618970.1863112809
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.8844550526176299,-14.366180925869843,0.05822691125200474,-5747.270947932598
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.8758930858492194,8.977956016438759,0.18306577459043122,-457453.9260131311
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.8758930858492187,8.977956016438752,0.18306577459043125,-457453.92601313116
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.6288724243383003,8.602295333163427,0.0034420651355910646,-52099.40043302286
F3/4,4*(1 - a)**(3/4),0.5069006746628568,-27.636941466876575,0.9761487864462194,2333974.9689061404
F1/3,(3/2)*(1 - a)**(1/3),0.5069006746628568,-62.183118300472294,0.9761487864461241,2333974.9689071695
R3,3*(1 - a)**(2/3),0.5069006746628564,-31.091559150236133,0.9761487864462817,2333974.968905391
G2,1 / (3*(1 - a)**2),0.5069006746628564,10.363853050078712,0.9761487864462228,2333974.9689060254
R2,2*(1 - a)**(1/2),0.5069006746628559,-41.4554122003148,0.9761487864462332,2333974.9689056226
G3,1 / (4*(1 - a)**3),0.5069006746628559,6.909235366719134,0.9761487864462262,2333974.968905893
F3/2,2*(1 - a)**(3/2),0.5069006746628559,-13.818470733438268,0.9761487864462226,2333974.968905909
G1,1 / (2*(1 - a)),0.5069006746628557,20.72770610015739,0.9761487864462187,2333974.968906053
F2,(1 - a)**2,0.5069006746628557,-10.3638530500787,0.9761487864462132,2333974.9689061246
F1/A1,(1 - a),0.5069006746628557,-20.7277061001574,0.9761487864462104,2333974.9689061665
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.4810542508630682,15.413682622350011,0.000560234041265328,-21251.182367583606
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.47769277222481277,-2.710343465833787,0.9625590950554738,2799361.855923397
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.1586542824669988,12.537249536998385,0.00037375823948972354,17894.482457303762
F3,(1 - a)**3,0.13268025117053733,-3.6208405260828544,0.9874130047795816,-647444.6709231574
B1,1 / (a - (1 - a)),0.0002978794359103026,-0.01884077810459812,0.27377886605524976,916545.3707794657
F0/R1/P1,"np.full_like(a, 1)",0.0,0.0,0.0,0.0
