conversion,Friedman
1e-05,23464.884525308156
0.01001,80791.97196348928
0.02001,90295.97825504579
0.03001,95695.86625939234
0.040010000000000004,99318.62102606392
0.050010000000000006,101918.75895258873
0.06001,103918.89138424402
0.07001,105533.19947915092
0.08001,106739.17107429965
0.09000999999999999,107731.17914402304
0.10001,108545.82165494734
0.11001,109210.44497127303
0.12000999999999999,109746.40737091904
0.13001000000000001,110233.25509832277
0.14001000000000002,110616.55482610903
0.15001,110893.54761997322
0.16001,111224.69739547897
0.17001000000000002,111383.71220477526
0.18001,111633.36741926263
0.19001,111714.70393596691
0.20001000000000002,111891.23366914842
0.21001,111919.80107722888
0.22001,112048.97315064515
0.23001000000000002,112072.36994391798
0.24001,112119.43499276477
0.25001,112176.34802943931
0.26001,112140.2953539362
0.27001000000000003,112179.35214551921
0.28001000000000004,112157.01130640972
0.29001,112140.37654967608
0.30001,112146.31207946199
0.31001,112083.5113131737
0.32001,112066.56883916477
0.33001,112053.8694095001
0.34001000000000003,111976.60094733404
0.35001000000000004,111949.92565101899
0.36001,111923.14152708784
0.37001,111850.2139613944
0.38001,111811.30730616508
0.39001,111772.46149748132
0.40001000000000003,111712.82760476982
0.41001000000000004,111663.32819996303
0.42001,111617.74048214621
0.43001,111570.92995866005
0.44001,111513.94785092343
0.45001,111466.83041706073
0.46001000000000003,111418.67080913154
0.47001000000000004,111369.5000148879
0.48001,111324.72613301167
0.49001,111278.94277734216
0.50001,111233.9798939229
0.51001,111196.15269563318
0.52001,111155.3799294963
0.53001,111115.37226503564
0.54001,111085.25481311782
0.55001,111052.60858034164
0.56001,111019.87045957903
0.57001,110992.0409646457
0.5800099999999999,110972.51618452802
0.5900099999999999,110952.02777179489
0.6000099999999999,110931.46591626378
0.6100099999999999,110918.73717860333
0.62001,110912.26366021017
0.63001,110908.304981288
0.64001,110903.55995863969
0.65001,110903.34900538028
0.66001,110920.03851635614
0.67001,110937.55616089316
0.68001,110946.33319015669
0.69001,110970.6435169178
0.70001,111015.36158244166
0.7100099999999999,111050.48187683648
0.7200099999999999,111076.73300965707
0.7300099999999999,111145.57929867797
0.74001,111223.9745159614
0.75001,111259.48076821065
0.76001,111341.1900240992
0.77001,111461.06985052091
0.78001,111534.63237090896
0.79001,111623.21736541594
0.80001,111793.60924824484
0.81001,111909.68920771882
0.82001,112024.37017430813
0.83001,112255.69594670481
0.8400099999999999,112404.09653596136
0.8500099999999999,112593.33146455234
0.8600099999999999,112897.86844160348
0.87001,113059.46830107478
0.88001,113399.52338714601
0.89001,113685.60368542727
0.90001,114043.18805682908
0.91001,114492.3307414492
0.92001,114900.00554481232
0.93001,115529.03199975526
0.94001,116116.20936456461
0.95001,116798.10446775972
0.9600099999999999,117789.07167970872
0.9700099999999999,119094.6300729205
0.9800099999999999,120884.85914400562
0.99001,124014.95031689774
