Model,Equation,R2_score,Ea,A
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9994142303034489,-521376.2228891891,2.3151016514889092e-49
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9989069757306646,-267504.55114450725,8.381476212999795e-26
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.996550281975983,367174.6282171972,6.784431981552614e+33
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9960874658384702,324862.6829264168,6.808938928065868e+29
F1/A1,(1 - a),0.9944607621751126,240238.7923448562,6.509949796106408e+21
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.993109518867887,554060.4386929474,1.408958479880982e+51
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9900477533829538,155614.90176329575,55325241383163.69
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.983902819713313,113302.95647251538,4684929386.468189
F3/2,2*(1 - a)**(3/2),0.9764685840682588,296539.7416449609,2.722554939006537e+27
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9757867917624347,87915.78929804722,16048118.314004352
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9683271971437618,441458.540092701,2.013910555307786e+39
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9683271971437614,441458.540092701,9.062597498885107e+39
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9654442719815222,70991.01118173514,352638.93309160887
F3/4,4*(1 - a)**(3/4),0.9513801313268891,212088.31769480393,1.7795211078097943e+18
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.940650532893096,417342.6933062358,5.247975744215113e+37
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9370046150767701,49835.03853634494,2810.287531555002
R3,3*(1 - a)**(2/3),0.9239105353377127,202704.82614478652,2.444389327919108e+17
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9178296612921284,403924.57389266853,2.2685803837209433e+35
F2,(1 - a)**2,0.9148579873872967,352840.6909450655,4.5544470406466736e+33
D2,1 / (-np.log(1 - a)),0.8710993725019506,381508.5654893288,4.4916800267739624e+33
R2,2*(1 - a)**(1/2),0.8452667428873285,183937.8430447516,3891514340137696.5
F3,(1 - a)**3,0.8018640018824711,465442.5895452748,3.186351430614919e+45
D1,1 / (2*a),0.8008470535655844,349778.99636772985,4.04889391905659e+30
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.7845516386874504,339879.3304108076,3.985240732520247e+28
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.7762733384809191,335094.64896006306,1.2348196139748254e+28
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.749555032818762,320740.60460793314,3.673249222731129e+26
F1/3,(3/2)*(1 - a)**(1/3),0.7346246311182836,165170.8599447168,55069910278125.58
B1,1 / (a - (1 - a)),0.7093820389351634,-553422.1799772267,1.6153203272094577e-53
P3/2,(2/3)/a**(1/2),0.6969083039073035,238707.94505618827,2.0587531257988874e+20
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.5840712431199979,-13632.879399825479,0.02697232887334461
F0/R1/P1,"np.full_like(a, 1)",0.452203653144398,127636.89374464702,9305069522.075224
E2,a / 2,0.4386441212805076,-94505.20887843551,8.553873778034995e-11
E1,a,0.4386441212805076,-94505.2088784355,4.27693688901752e-11
G3,1 / (4*(1 - a)**3),0.1442470391109625,-210168.80205598046,1.0869399775397527e-25
P4,4*a**(3/4),0.10260231988314639,-38969.68322266487,1.2985824990161655e-06
G2,1 / (3*(1 - a)**2),0.059452258352532865,-97566.90345577129,5.70328195967101e-14
P3,3*a**(2/3),0.029161758193953228,-20457.841337407994,8.574467934446944e-05
P2,2*a**(1/2),0.01763808708731585,16565.84243310577,0.3154250905279906
G1,1 / (2*(1 - a)),0.0032268556314548756,15034.995144437846,0.02660061030345872
