Model,Equation,R2_score,Ea,A
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9983564399573998,-670153.7552457824,1.0023100206803246e-54
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9978215891564706,-342154.3912137569,3.7486024593495e-28
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9973214854225666,477844.018866306,1.0407694011412886e+39
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9971060547732042,423177.45819430175,3.2852441547367343e+34
F1/A1,(1 - a),0.9963320647306618,313844.3368502934,3.10713577421736e+25
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9941697361395557,204511.21550628496,2.612163091745071e+16
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.991104081171498,149844.65483428075,695708341504.4581
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9903573535029757,706491.2099412389,2.4240277573122374e+57
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9870264677082219,117044.71843107826,1190519717.253343
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9818196442732594,95178.09416227652,16470303.795125837
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9767528884206694,584530.154151605,1.0086377440145685e+47
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9767528884206694,584530.154151605,2.2414172089212462e+46
F3/4,4*(1 - a)**(3/4),0.9696327044946502,283354.0729028915,1.3545546088483798e+22
F3/2,2*(1 - a)**(3/2),0.9683591857094365,374824.86474509723,5.109020895385164e+30
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9675086561305297,67844.81382627448,73611.50590104269
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9556699121277978,558115.9623334069,8.199315562952113e+44
R3,3*(1 - a)**(2/3),0.9507773529790045,273190.65158709063,2.1738722282275576e+21
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9386470606732699,543876.4688884283,4.70454622176626e+42
F2,(1 - a)**2,0.9038918829922247,435805.39263990097,3.3602772979634337e+36
D2,1 / (-np.log(1 - a)),0.9034762523343481,519882.6450927105,1.4326872461235534e+41
R2,2*(1 - a)**(1/2),0.8948867757537788,252863.8089554894,4.724140357373363e+19
D1,1 / (2*a),0.8481302458953499,483871.13035873894,1.5557149479941216e+38
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.8343779858196231,471307.47835892846,1.2303525632641556e+36
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.827368418734534,465227.5339077734,3.4241101147879104e+35
F1/3,(3/2)*(1 - a)**(1/3),0.813203309047043,232536.9663238882,9.125549975394267e+17
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.8046432564395095,446987.700554502,7.380778209742661e+33
F3,(1 - a)**3,0.7843621173558599,557766.4484295092,3.634042520093511e+47
P3/2,(2/3)/a**(1/2),0.7733396690966802,337877.20570971246,2.242404446258038e+26
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.6064864720174178,-14155.027181731812,0.12461897557361945
F0/R1/P1,"np.full_like(a, 1)",0.5857974954341513,191883.2810606854,287306429301886.75
B1,1 / (a - (1 - a)),0.5008821516511717,-589251.718038859,2.2802905758071136e-49
E2,a / 2,0.4120481327569608,-100104.56823736805,2.1223678392916702e-09
E1,a,0.4120481327569608,-100104.56823736805,1.061183919645833e-09
P2,2*a**(1/2),0.09680754253979937,45889.35641165878,276.08194561852355
G3,1 / (4*(1 - a)**3),0.07450862748503956,-173999.88630813788,9.08574777117174e-19
G1,1 / (2*(1 - a)),0.047886837790686906,69922.22527107767,5313.252481797044
P4,4*a**(3/4),0.04180383752996732,-27107.60591285467,0.00019136800973350727
G2,1 / (3*(1 - a)**2),0.012502867494943537,-52038.83051853009,7.369479688616447e-08
P3,3*a**(2/3),0.00043376779506578106,-2775.285138016869,0.022883421867464917
