Model,Equation,R2_score,Ea,A
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9995725769305737,1773812.7951418129,2.1253841072492948e+132
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9967521260871156,-876203.291476159,2.501119371976714e-65
F3/2,2*(1 - a)**(3/2),0.9956483750160107,955018.8729400797,4.948365520715636e+71
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9931273074237149,-1679519.77530818,5.526660812828763e-125
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9756618166675659,1132087.9181038938,3.5369611297656945e+84
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9738029188678498,998201.8374652233,3.420130733077318e+74
F1/A1,(1 - a),0.9676330538083243,730429.6761878827,3.0355252898493757e+54
F2,(1 - a)**2,0.9564018227145189,1179608.0696922762,3.2266338097707435e+89
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9523225376451618,462657.5149105427,2.3948178214879617e+34
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9323950563305803,328771.4342718726,1.9538835982191133e+24
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9175439962393905,1324634.4016373397,8.997754052097148e+97
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9175439962393903,1324634.4016373397,1.999500900465989e+97
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9069922466872851,248439.78588867045,1.6440977679163254e+18
F3/4,4*(1 - a)**(3/4),0.8796711222146386,618135.0778117847,1.3290609807440588e+45
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.875207487493993,194885.35363320215,141700822357514.72
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.8705760359252223,1229344.145138724,6.639089810137272e+90
F3,(1 - a)**3,0.8683429683396906,1628786.463196669,3.4297740088572247e+124
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.8338997479175159,1174908.2704692897,4.221009495649788e+85
R3,3*(1 - a)**(2/3),0.8325763057121154,580703.545019752,2.1360298911884754e+42
B1,1 / (a - (1 - a)),0.8299472465660949,-1462220.4844607702,4.209378773062714e-110
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.7890593928646313,127942.3133138672,1108449993.8343027
D2,1 / (-np.log(1 - a)),0.7624415083868257,1084567.766515511,1.7231709950530372e+79
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.7321490261653965,-72886.80764413808,1.0061286270696473e-05
R2,2*(1 - a)**(1/2),0.709018103585334,505840.4794356862,4.655281499891819e+36
D1,1 / (2*a),0.6627557962851265,962928.7766767442,1.0932907860341235e+70
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.6407164310320712,928554.8340569447,2.4448227704161407e+66
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.6296604283359915,911966.2226289811,1.2216298570492798e+65
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.5945890417149546,862200.3883448984,1.5241103364954024e+61
E1,a,0.5736851388594904,-400426.2113097646,1.491867898792267e-31
E2,a / 2,0.5736851388594904,-400426.2113097646,2.9837357975845397e-31
F1/3,(3/2)*(1 - a)**(1/3),0.5526413922705069,430977.4138516208,9.018453006418263e+30
P3/2,(2/3)/a**(1/2),0.5172729829578425,622090.029680117,5.926565937179967e+44
G3,1 / (4*(1 - a)**3),0.29118015160969185,-1066283.8978296896,9.511095620396496e-86
P4,4*a**(3/4),0.2605920853153717,-230006.83781145103,1.3872901196187749e-19
F0/R1/P1,"np.full_like(a, 1)",0.22955914723143028,281251.28268349,2.8557358313837724e+19
G2,1 / (3*(1 - a)**2),0.18840965681380362,-617105.5043252964,7.58241649295949e-51
P3,3*a**(2/3),0.15684705661650541,-173200.37997867976,2.86597018640616e-15
G1,1 / (2*(1 - a)),0.03379067352216773,-167927.1108209034,5.373190047810558e-16
P2,2*a**(1/2),0.01884985390536677,-59587.464313137374,1.0320344730521552e-06
