temperature,rate_3_diff_reaction_0_conversion,rate_3_diff_reaction_1_conversion,rate_3_diff_reaction_2_conversion,rate_3_diff_reaction_3_conversion,rate_3_diff_reaction_4_conversion,rate_3_diff_reaction_5_conversion,rate_3_diff_reaction_6_conversion,rate_5_diff_reaction_0_conversion,rate_5_diff_reaction_1_conversion,rate_5_diff_reaction_2_conversion,rate_5_diff_reaction_3_conversion,rate_5_diff_reaction_4_conversion,rate_5_diff_reaction_5_conversion,rate_5_diff_reaction_6_conversion,rate_10_diff_reaction_0_conversion,rate_10_diff_reaction_1_conversion,rate_10_diff_reaction_2_conversion,rate_10_diff_reaction_3_conversion,rate_10_diff_reaction_4_conversion,rate_10_diff_reaction_5_conversion,rate_10_diff_reaction_6_conversion
40.13515,3.909233990105697e-06,4.9910969659383945e-11,1.0235186613457043e-12,3.2108689107208646e-08,3.2944169607137737e-261,3.5644344909361566e-24,2.185324327438712e-30,1.8366988811097598e-06,1.0169040373218208e-11,4.9878170299961744e-15,4.3332262074606053e-17,6.19531526169415e-283,9.568718795616363e-31,3.2242298361050166e-27,8.204915476661119e-07,2.9605313350647254e-12,9.373970122163268e-14,4.349752659774983e-28,2.167441994054975e-168,1.8661666385122942e-32,2.4461773390573945e-42
41.09007,4.3910738971182744e-06,5.7600334732958504e-11,1.1899058101942863e-12,3.613304997349805e-08,2.224807425633896e-260,4.310878333552513e-24,2.7092731303395205e-30,2.063195833882305e-06,1.1738150460480362e-11,5.851779917909195e-15,5.083785019376414e-17,4.183624863337177e-282,1.1861041163954491e-30,3.897589084607433e-27,9.214179828740079e-07,3.4169965240406297e-12,1.0856273776889375e-13,5.395895704530991e-28,6.265779057707651e-168,2.3132547413885269e-32,3.155214248929103e-42
42.04498,4.899291901230081e-06,6.605863631389051e-11,1.3748332413431384e-12,4.0389067489386444e-08,1.5018526100180898e-259,5.1828304328919724e-24,3.3451333280346766e-30,2.301655653878752e-06,1.3458136517671571e-11,6.82675479700657e-15,5.928163682781698e-17,2.8312536755962927e-281,1.4636949346983126e-30,4.687044755265438e-27,1.027996298453546e-06,3.919407880834677e-12,1.249123993426169e-13,6.656161594704897e-28,1.8113698932630846e-167,2.854929749178304e-32,4.058986648131774e-42
42.9999,5.434767272344425e-06,7.540820521016867e-11,1.5802025222076736e-12,4.489290374670632e-08,1.0140346415908801e-258,6.2067135798436106e-24,4.113252446850425e-30,2.5536733900622887e-06,1.5349115340782376e-11,7.92722149222539e-15,6.87887151120839e-17,1.9119160226452967e-280,1.7996928708793806e-30,5.611172275623926e-27,1.1402264944047266e-06,4.4717607243875765e-12,1.4303491578577993e-13,8.185610490547013e-28,5.231618460929591e-167,3.5093391494522484e-32,5.207426713416936e-42
43.95481,5.999258550267919e-06,8.56315655920803e-11,1.8088660039110104e-12,4.9655333473345986e-08,6.845929194090937e-258,7.408950565296503e-24,5.044151776276133e-30,2.8192490424329137e-06,1.7431203725803313e-11,9.167659828502744e-15,7.954672474954383e-17,1.2924964434493683e-279,2.206658595450095e-30,6.697834787000238e-27,1.2589159822092121e-06,5.0790492033752125e-12,1.630780250041695e-13,1.0033184756724293e-27,1.5104885023365588e-166,4.301229516170299e-32,6.660453056886423e-42
44.90973,6.594524274807181e-06,9.690347575675211e-11,2.063200645722414e-12,5.4692518761137954e-08,4.621121742346633e-257,8.815964180139723e-24,6.1683526058011685e-30,3.0991801354722212e-06,1.9724518468724926e-11,1.0562549630775721e-14,9.168075887551608e-17,8.705810584758315e-279,2.6990368794986135e-30,7.970251573825493e-27,1.3840647618670034e-06,5.747266296208647e-12,1.8518946490357222e-13,1.2272297940237154e-27,4.3644214030256045e-166,5.263596281279041e-32,8.507943596692988e-42
45.86464,7.222322985768825e-06,1.093113148527474e-10,2.346058798765003e-12,6.002062170191469e-08,3.1192691297175024e-256,1.046738861070688e-23,7.531636869659583e-30,3.394264193661805e-06,2.2249176365537753e-11,1.2136023940606139e-14,1.0531591062531994e-16,5.895952663882376e-278,3.2950406952665266e-30,9.460929634303256e-27,1.5156728333780998e-06,6.4824049812989436e-12,2.0966471129556142e-13,1.4982481383669387e-27,1.2598353140000527e-165,6.423935638067296e-32,1.085475590401484e-41
46.81956,7.884413222959466e-06,1.2294246202862958e-10,2.660292814161896e-12,6.567735384328534e-08,2.1088794219608304e-255,1.2402858043331591e-23,9.179786502085427e-30,3.705298741483258e-06,2.5025294212232338e-11,1.3907389191243447e-14,1.2070236626959403e-16,3.975483936697612e-277,4.01727924967443e-30,1.1211663680409538e-26,1.6545476082241648e-06,7.29145706679234e-12,2.3674999402311483e-13,1.8261619816354887e-27,3.6405965718855623e-165,7.831740734454941e-32,1.3835706856081107e-41
47.77447,8.58255352618572e-06,1.379716755815253e-10,3.009705826743918e-12,7.165732782130575e-08,1.4246509959351576e-254,1.4668612362069734e-23,1.1173844082057436e-29,4.033081303418173e-06,2.808304720279449e-11,1.590560503256183e-14,1.3802776551131728e-16,2.682132222794297e-276,4.890245850219634e-30,1.326424842412035e-26,1.8006890864051985e-06,8.181414360835076e-12,2.666915429292103e-13,2.2232069149961027e-27,1.0533254360755973e-164,9.536504718361854e-32,1.7615572636171837e-41
48.72939,9.319381705157508e-06,1.5448633465999794e-10,3.398100971341893e-12,7.79605436359759e-08,9.625752710388365e-254,1.7324102846421728e-23,1.359011283329903e-29,4.37920692842974e-06,3.144255213321475e-11,1.8154804506123104e-14,1.5754229462112832e-16,1.811465637273071e-275,5.945342173180745e-30,1.5669766291184153e-26,1.9549046794028635e-06,9.161266331043746e-12,2.99784833825421e-13,2.7040656478488643e-27,3.042881792430624e-164,1.1598719215023445e-31,2.2419048039668906e-41
49.6843,1.0095777029778139e-05,1.7266119756117415e-10,3.8302321664943526e-12,8.464087492673743e-08,6.502875095913892e-253,2.0441992171332525e-23,1.6509982861115184e-29,4.743675616517955e-06,3.51440425954742e-11,2.0688773870113804e-14,1.7955868643732542e-16,1.221861818180294e-274,7.226530565347809e-30,1.8488587421121857e-26,2.1180017986988236e-06,1.0240002445034942e-11,3.3637458849191596e-13,3.285868007827206e-27,8.78055368154437e-164,1.4095373565648408e-31,2.8510773603355414e-41
50.63922,1.0914377309757537e-05,1.9267102258218068e-10,4.310377938885975e-12,9.169832169359034e-08,4.368120286810176e-252,2.4094943011747083e-23,2.0045365560300254e-29,5.128082416646007e-06,3.921769378355864e-11,2.3546125991032846e-14,2.0432712723054711e-16,8.243125692400787e-274,8.777773373510871e-30,2.179501352411303e-26,2.289980444293079e-06,1.1428609829895611e-11,3.768547746774594e-13,3.9894144999145805e-27,2.5397447594172497e-163,1.7114455588760973e-31,3.6250260999842375e-41
51.59413,1.1777820354805624e-05,2.1469056802014418e-10,4.842816815201436e-12,9.918675757597626e-08,2.95546148854198e-251,2.8382040833499427e-23,2.4328519851974824e-29,5.534022377777084e-06,4.3693680891453895e-11,2.6765473735379127e-14,2.322228964067513e-16,5.564556707673204e-273,1.0655593614971419e-29,2.5672634024109702e-26,2.4708406161856286e-06,1.2737076782977523e-11,4.215701141622204e-13,4.8397880860027985e-27,7.345976406791752e-163,2.077144929617419e-31,4.608689981989355e-41
52.54905,1.2692261054245554e-05,2.3889459217219135e-10,5.4370566325177994e-12,1.0710618257389515e-07,1.9977303713651524e-250,3.340897680014586e-23,2.9517139065167295e-29,5.961495499911183e-06,4.862229590913631e-11,3.0395083186276285e-14,2.636838199395557e-16,3.7641396742183066e-272,1.2922794642286663e-29,3.0218969915722566e-26,2.6621971373397993e-06,1.4175391601632451e-11,4.708160827577721e-13,5.87369553959207e-27,2.1205807203871713e-162,2.51983364156744e-31,5.856994400777574e-41
53.50396,1.3650665248850864e-05,2.655452324840123e-10,6.097851309373596e-12,1.1545659668734706e-07,1.347927277159964e-249,3.930125916840949e-23,3.5774003410487634e-29,6.412894356493087e-06,5.404377242858696e-11,3.4483220426847956e-14,2.9914772380257763e-16,2.5433827164198304e-271,1.5667301149036697e-29,3.555940533487966e-26,2.8632425962739282e-06,1.575354258321216e-11,5.254791078988345e-13,7.121725838599238e-27,6.107144955031139e-162,3.055459486833677e-31,7.439844403801037e-41
54.45888,1.4661825637654632e-05,2.948172472527336e-10,6.829954764307356e-12,1.242918735557736e-07,9.111636900175665e-249,4.6237241776791553e-23,4.335345696701389e-29,6.888218947522795e-06,6.000840243978221e-11,3.9087804756842485e-14,3.391149805370945e-16,1.715616539880766e-270,1.8989598499313052e-29,4.1828612131281467e-26,3.0755918159513416e-06,1.74915063224202e-11,5.860516492713631e-13,8.632821347691251e-27,1.7694261562267344e-161,3.704369648449857e-31,9.452111126887646e-41
55.41379,1.5725742220656856e-05,3.270601530726087e-10,7.647628752934672e-12,1.3366588681861638e-07,6.159868787267619e-248,5.436224997518198e-23,5.256071262963976e-29,7.389861846445087e-06,6.65664779326984e-11,4.4300541734194784e-14,3.840859626843834e-16,1.1588155083835468e-269,2.3015293398230147e-29,4.916590601151469e-26,3.2992447963720393e-06,1.939927111660833e-11,6.530261665613134e-13,1.0462042227118425e-26,5.111433743587144e-161,4.490760776510144e-31,1.2003645358890769e-40
56.36871,1.6851207696890616e-05,3.6253608738932764e-10,8.555627193794074e-12,1.435786364758754e-07,4.1515729511799217e-247,6.387445469524881e-23,6.370098329325888e-29,7.918620577741556e-06,7.377834929530716e-11,5.0140737792154306e-14,4.348112290563602e-16,7.823670048887263e-269,2.7888833556669564e-29,5.775704125102827e-26,3.5350089490176846e-06,2.150680185783187e-11,7.26895119454641e-13,1.2676684228297812e-26,1.4761154648005722e-160,5.4421290643033565e-31,1.5244243630064986e-40
57.32362,1.803822206635591e-05,4.0150718764858053e-10,9.563457923962627e-12,1.5403012252755073e-07,2.802589127547703e-246,7.503808384588281e-23,7.718121948439619e-29,8.476090190375391e-06,8.171442531357538e-11,5.6753191180091944e-14,4.919162453296213e-16,5.273124609720107e-268,3.378606836179149e-29,6.78342106941334e-26,3.78369168536994e-06,2.3824086843442587e-11,8.086434273232568e-13,1.5356278693813203e-26,4.2667104290513494e-160,6.591469943776082e-31,1.935865499439096e-40
58.27854,1.9286785329052736e-05,4.44410349593184e-10,1.0685382699055921e-11,1.650742186130839e-07,1.8913197828829113e-245,8.811736533597473e-23,9.345924054539218e-29,9.06386573330978e-06,9.044511477346993e-11,6.418616798113134e-14,5.563392100190616e-16,3.5674840775761126e-267,4.0945650553313313e-29,7.962960718514123e-26,4.04610041691047e-06,2.6371102668144023e-11,8.99256009539072e-13,1.8604828148581862e-26,1.2314354117678426e-159,7.982777324190435e-31,2.460153355330148e-40
59.23345,2.060569018401417e-05,4.915950898173916e-10,1.193566327468955e-11,1.767647983719166e-07,1.2789672727867395e-244,1.0344258405163796e-22,1.1319634108184984e-28,9.684339779989498e-06,1.0005088485895301e-10,7.253620036151975e-14,6.288932285042565e-16,2.409666169966242e-266,4.961251320620815e-29,9.346830070608744e-26,4.323042555120936e-06,2.9167825926639717e-11,9.99225325788042e-13,2.253245291310442e-26,3.560036016115955e-159,9.665544353466293e-31,3.1242513061254806e-40
60.18837,2.1994936631240218e-05,5.434983040640198e-10,1.3323807487940576e-11,1.8915573544349038e-07,8.64173414531806e-244,1.2141008185620866e-22,1.371046845151877e-28,1.0338309854896142e-05,1.1061220275398675e-10,8.194808657062807e-14,7.108292321383989e-16,1.6273989251548837e-265,6.010067308326206e-29,1.097217998078699e-25,4.615325511483004e-06,3.224422151098498e-11,1.1095362954420777e-12,2.729209787696509e-26,1.0303663366308087e-158,1.1705761895496824e-30,3.9681050932263175e-40
61.14328,2.346331736976395e-05,6.00644267224449e-10,1.486883101296312e-11,2.0224702982780532e-07,5.821283784156854e-243,1.424822575902456e-22,1.6599817189845557e-28,1.1028168531474493e-05,1.2227994442850022e-10,9.25666248578272e-14,8.027726865980856e-16,1.096532346853442e-264,7.278695029981826e-29,1.287616130413865e-25,4.9229492859966705e-06,3.5630254313235115e-11,1.231666297559046e-12,3.304894352091482e-26,2.9752135613823514e-158,1.4174920052832967e-30,5.0366536757090335e-40
