Model,Equation,R2_score,Ea,A
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9993049734073224,-1369417.5112127762,6.661774461074201e-104
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9992794823611976,-697450.8753568986,5.12922541702755e-53
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9971813872992756,982465.7142827958,8.660107489992662e+74
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9968974278580326,870471.2749734821,2.4236542255166478e+66
F1/A1,(1 - a),0.9959283986533708,646482.3963548567,1.801904313773223e+49
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9934327547327094,422493.5177362309,1.1908039509783248e+32
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9928387826769021,1471767.5669700168,8.630670015242644e+111
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.990130102406767,310499.07842691813,2.811910094430212e+23
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9859399466565029,243302.41484133023,1.782179148461182e+18
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9807772244879458,198504.6391176051,590214768409180.5
F3/2,2*(1 - a)**(3/2),0.9740577548568352,790421.4007039161,3.3439191492559404e+60
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9702909722680217,1183889.558271876,6.265221564977194e+88
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9702909722680217,1183889.558271876,2.8193497042397183e+89
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9671739207365909,142507.4194629486,24838266694.496986
F3/4,4*(1 - a)**(3/4),0.958675333886666,574512.8941803274,7.394259945674107e+42
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9441026242294299,1122252.9847118093,6.245333704460722e+84
R3,3*(1 - a)**(2/3),0.9341582367128984,550523.0601221505,1.1629858862701231e+41
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9225371698917484,1087930.2220391918,1.2131106294752725e+81
F2,(1 - a)**2,0.9114069565389614,934360.4050529758,2.4822173278106353e+72
D2,1 / (-np.log(1 - a)),0.878335712515626,1030571.023512616,1.3428399215305885e+77
R2,2*(1 - a)**(1/2),0.8630647031278846,502543.3920057976,2.4274354515397696e+37
D1,1 / (2*a),0.8122056599281406,949417.7994910786,7.911459306838509e+70
F3,(1 - a)**3,0.7967068159814646,1222238.4137510948,3.419384045749409e+95
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.7966442776346676,923499.5242721285,7.077681609083616e+67
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.7887426477624239,910967.003738525,6.873981486133503e+66
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.7632599790286643,873369.442137207,6.297386758633117e+63
F1/3,(3/2)*(1 - a)**(1/3),0.7615439072487438,454563.7238894441,4.5036892180958694e+33
P3/2,(2/3)/a**(1/2),0.718275466353034,654011.0935739081,3.412057835633267e+48
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.5722154233217621,-25484.23950102084,0.03510436517064981
B1,1 / (a - (1 - a)),0.5520600755646808,-1255223.8915116743,1.4347393704532844e-96
F0/R1/P1,"np.full_like(a, 1)",0.49399504297883634,358604.387656738,1.3080478971833332e+26
E2,a / 2,0.4232993251077127,-232209.02417760232,8.650688753953962e-19
E1,a,0.4232993251077125,-232209.02417760232,4.3253443769769724e-19
G3,1 / (4*(1 - a)**3),0.12406384967583695,-505029.63843761873,2.0015175580557022e-43
P4,4*a**(3/4),0.07642519630997656,-84505.67121901724,1.4259734471995645e-08
G2,1 / (3*(1 - a)**2),0.04372606786833871,-217151.62973949977,2.0678962500453817e-20
P2,2*a**(1/2),0.03829921698099025,63197.68173956783,3760.9033545474495
P3,3*a**(2/3),0.013510848517480563,-35271.22023282221,9.67758708973732e-05
G1,1 / (2*(1 - a)),0.010423258990358975,70726.37895861903,1899.0900773669048
