Model,Equation,R2_score,Ea,A
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9980288930950418,-908623.2869924345,6.015135436383545e-73
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9977288985107403,-454248.8426801543,7.706217493341488e-37
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9974130489442179,681687.2681005464,1.4694260575349708e+54
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9972987328336157,605958.1940484998,1.1946465956087697e+48
F1/A1,(1 - a),0.9968997490658059,454500.0459444063,7.495302823306111e+35
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9958504703329525,303041.89784031303,4.180097342004561e+23
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9944681773464249,227312.82378826628,2.867423855303015e+17
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9934277487228401,840138.3153912415,3.109080566515085e+65
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9934277487228401,840138.3153912415,1.3990862549317792e+66
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9927559262691805,181875.37935703824,54617073017881.89
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9907174164127646,151583.74973621947,174841639496.21463
F3/4,4*(1 - a)**(3/4),0.9904462237282176,417901.39550920145,1.255805815207535e+32
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9856795177055333,113719.21271019617,125408869.02530524
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9822036684561355,808486.2046786395,5.026384521476396e+63
R3,3*(1 - a)**(2/3),0.9806232248490169,405701.8453641334,1.4652969945958e+31
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9775874342404195,986532.9171320301,1.5411992424198468e+78
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9715855769720968,791340.1148109381,1.8234325620089503e+61
F3/2,2*(1 - a)**(3/2),0.948780465124568,527697.3468148161,8.343967300866747e+41
D2,1 / (-np.log(1 - a)),0.9480841761850706,762479.8885158673,2.582836775131743e+59
R2,2*(1 - a)**(1/2),0.9464988083192653,381302.7450739968,1.6832389913377705e+29
D1,1 / (2*a),0.9099604406506137,719513.5583541497,9.608904909754609e+55
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9006393739479215,704282.7115445704,5.019592357278497e+53
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.8958280534387506,696904.2598920416,1.1412549112387547e+53
F1/3,(3/2)*(1 - a)**(1/3),0.8907380801912241,356903.64478386036,1.7187526638911528e+27
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.8799823252701533,674768.904934487,1.3412980393566603e+51
F2,(1 - a)**2,0.8754085412319067,600894.6476852255,3.715489124812561e+48
P3/2,(2/3)/a**(1/2),0.8565301494319526,513809.50127886824,4.0429129980653653e+39
F3,(1 - a)**3,0.7461373389646437,747289.2494260443,1.8418014271116314e+61
F0/R1/P1,"np.full_like(a, 1)",0.7154218483367788,308105.44420358725,1.512036841606891e+23
B1,1 / (a - (1 - a)),0.5168165543476309,-1118531.4041066512,6.253985177241987e-91
E1,a,0.2872590619759852,-103302.66994697502,4.758618035767368e-10
E2,a / 2,0.2872590619759851,-103302.66994697502,9.517236071534753e-10
P2,2*a**(1/2),0.24770744978531448,102401.38712830603,4241227.942829484
G1,1 / (2*(1 - a)),0.1384393612935997,161710.84246276825,61005017789.74464
P3,3*a**(2/3),0.03675865989150134,33833.36810321241,10.823974667951362
G3,1 / (4*(1 - a)**3),0.024775552914835932,-131078.36101887003,4.965259287396313e-15
G2,1 / (3*(1 - a)**2),0.0006241895593698735,15316.24072194916,0.018459928156769768
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.00011242248132267969,125.60163212608015,0.8775757041217263
P4,4*a**(3/4),6.980044274843429e-06,-450.64140933448175,0.0158833182075366
