Model,Equation,R2_score,Ea,A
F2,(1 - a)**(-1) - 1,0.9969578003290049,485499.74176719406,16681079.66916771
F3/2,(1 - a)**(-1/2) - 1,0.9921662235063375,385706.92465785233,9944841.387917358
D5,((1 - a)**(-1/3) - 1)**2,0.9795426715689188,721180.6224927454,36809303.63317612
F3,(1 - a)**(-2) - 1,0.9535847312371576,704110.8885575855,37186005.54228047
G6,(-np.log(1 - a))**4,0.9383687948797313,1255993.9421283642,115632418.63641264
G5,(-np.log(1 - a))**3,0.9380585093282344,939711.9602476899,63795310.178142026
G4,(-np.log(1 - a))**2,0.9374314956784103,623429.9783670146,27245036.371692386
A2/3,(-np.log(1 - a))**(3/2),0.9367957654313532,465288.987426677,14702402.742413279
A3/4,(-np.log(1 - a))**(4/3),0.9364745833770307,412575.32377989794,11370766.379490875
F1/A1,-np.log(1 - a),0.9354975331508316,307147.99648633954,5981304.682849529
A3/2,(-np.log(1 - a))**(2/3),0.9334808342690938,201720.66919278132,2290076.0518104555
A2,(-np.log(1 - a))**(1/2),0.9313768499885947,149007.00554600212,1081076.9385651422
A5/2,(-np.log(1 - a))**(2/5),0.929180728341019,117378.80735793461,559203.4577717845
A3,(-np.log(1 - a))**(1/3),0.9268872911156693,96293.34189922293,295939.15612952376
A4,(-np.log(1 - a))**(1/4),0.9219859718698489,69936.51007583337,61687.37309670101
F3/4,1 - (1 - a)**(1/4),0.9021026438023616,282208.36954038416,4758628.817542408
D3,(1 - (1 - a)**(1/3))**2,0.8961674579136418,560938.8808355886,21132450.476587024
R3,1 - (1 - a)**(1/3),0.8928300675975236,275902.4477206267,4535233.317563445
G8,(1 - (1 - a)**(1/3))**(1/2),0.8857040827203349,133384.23116314563,760304.8928340547
R2,1 - (1 - a)**(1/2),0.8772185583950907,265525.6184148907,4172091.5955410395
D4,1 - (2*a/3) - (1 - a)**(2/3),0.8749618187155768,532433.237571338,18784894.208217926
G7,(1 - (1 - a)**(1/2))**(1/2),0.8689227635574981,128195.81651027764,683105.1945209901
D2,a + (1 - a)*np.log(1 - a),0.8660538036429358,520679.4211217587,18143053.50482662
F1/3,1 - (1 - a)**(2/3),0.864794370445861,257353.73168301902,3893221.6854050523
D1,a**2,0.8512489814817588,499408.2439569185,16632027.515932946
P3/2,a**(3/2),0.8495946453476576,372272.686619105,8854978.78561102
F0/R1/P1,a,0.8462111849762458,245137.12928129148,3491103.942522826
D7,1 + (2*a/3) - (1 + a)**(2/3),0.845334394107803,488764.37375713786,15440332.96573398
D6,((1 + a)**(1/3) - 1)**2,0.84243337571857,483727.7190944171,15073911.027098242
P2,a**(1/2),0.8354288853418923,118001.57194347809,539512.8391639589
D8,((1 + a)**(-1/3) - 1)**2,0.8335770839837167,469163.2121441891,14038378.915015116
P3,a**(1/3),0.8236141645117132,75623.05283087358,90576.91322800845
G1,1 - (1 - a)**2,0.8130121079363819,223385.6635858072,2824073.8869271968
P4,a**(1/4),0.8106470123443801,54433.79327457133,-34690.21907010263
G2,1 - (1 - a)**3,0.7929331760550916,210499.5506349498,2459962.889304782
G3,1 - (1 - a)**4,0.7783399377515486,201358.71266533955,2215997.971340201
B1,np.log(a / (1 - a)),0.7624409066680958,139875.7329953444,952588.1642920534
