Model,Equation,R2_score,Ea,A
F2,(1 - a)**(-1) - 1,0.9944748886017778,396524.0867568485,35008002.31040642
F3/2,(1 - a)**(-1/2) - 1,0.9932610167400648,314888.6587849209,20482142.13101742
D5,((1 - a)**(-1/3) - 1)**2,0.9812339780148245,590571.7180929069,77792013.45047097
F3,(1 - a)**(-2) - 1,0.9439725481095377,575395.0347495776,79444520.97158058
G6,(-np.log(1 - a))**4,0.9397506242786378,1030444.9724198979,248020645.5596466
G5,(-np.log(1 - a))**3,0.9393610097071621,770490.2563076913,136082699.97001776
G4,(-np.log(1 - a))**2,0.9385715451974419,510535.54019548435,57435847.373842314
A2/3,(-np.log(1 - a))**(3/2),0.9377681803138158,380558.1821393812,30596315.594185855
A3/4,(-np.log(1 - a))**(4/3),0.9373611883733423,337232.39612068003,23499189.220540293
F1/A1,-np.log(1 - a),0.936118497128519,250580.82408327778,12078780.911364324
A3/2,(-np.log(1 - a))**(2/3),0.9335316676315512,163929.25204587562,4355996.057283404
A2,(-np.log(1 - a))**(1/2),0.930801706175466,120603.46602717452,1880165.942648525
A5/2,(-np.log(1 - a))**(2/5),0.9279184713200517,94607.99441595387,837119.6873525684
A3,(-np.log(1 - a))**(1/3),0.9248709534932585,77277.68000847338,325346.5887969329
A4,(-np.log(1 - a))**(1/4),0.9182341675089203,55614.78699912286,-109986.76766780345
F3/4,1 - (1 - a)**(1/4),0.9009875067356234,230138.08684761557,9389418.411355842
D3,(1 - (1 - a)**(1/3))**2,0.8954123189678127,459298.8826326203,43962805.645087436
R3,1 - (1 - a)**(1/3),0.8911066440994839,224962.4953018457,8935097.67382667
G8,(1 - (1 - a)**(1/3))**(1/2),0.8817542068054889,107794.3016364584,1205175.5408939226
R2,1 - (1 - a)**(1/2),0.8743310695012562,216434.0321897207,8190969.960961354
D4,1 - (2*a/3) - (1 - a)**(2/3),0.8728195860196505,435872.72143274127,38898442.641392365
G7,(1 - (1 - a)**(1/2))**(1/2),0.8633923055843917,103530.07008039599,1056310.9170751944
D2,a + (1 - a)*np.log(1 - a),0.8632268443576511,426193.0284017016,37679463.71404077
F1/3,1 - (1 - a)**(2/3),0.8608463085550215,209703.84794759113,7616513.44949739
D1,a**2,0.8470528491913856,408603.55916171754,34470795.080236234
P3/2,a**(3/2),0.8448983552074473,304109.1963640559,18014578.417204656
D7,1 + (2*a/3) - (1 + a)**(2/3),0.8405420406510282,399767.75057344127,31650289.917750087
F0/R1/P1,a,0.8404673514434748,199614.83356639443,6785025.483116124
D6,((1 + a)**(1/3) - 1)**2,0.8373544797348552,395586.55961852387,30853678.91135847
D8,((1 + a)**(-1/3) - 1)**2,0.8276455842774646,383495.5283574419,28604655.278256465
P2,a**(1/2),0.8261297817682013,95120.47076873278,777935.009541487
P3,a**(1/3),0.8100504509192312,60289.01650284555,-69583.30367571377
G1,1 - (1 - a)**2,0.8037262060745867,181576.52836868932,5401346.543882754
B1,np.log(a / (1 - a)),0.79938134117842,124053.71146095193,2136966.4626713214
P4,a**(1/4),0.7919759852231819,42873.28936990201,-282869.5774451674
G2,1 - (1 - a)**3,0.781570344747602,170863.25521245576,4646369.069171936
G3,1 - (1 - a)**4,0.7655930786768838,163261.3172640036,4141801.1168234004
