Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9989361147979451,2656236.317232109,759224283.3804364
G5,(-np.log(1 - a))**3,0.998934181738453,1989539.313353711,422587345.067951
G4,(-np.log(1 - a))**2,0.9989302937294434,1322842.3094753155,183839469.08597854
A2/3,(-np.log(1 - a))**(3/2),0.9989263762817192,989493.8075361177,101173868.19543771
A3/4,(-np.log(1 - a))**(4/3),0.9989244064229064,878377.6402230518,79056921.61192203
F1/A1,-np.log(1 - a),0.9989184518425515,656145.3055969197,42980358.11416457
A3/2,(-np.log(1 - a))**(2/3),0.9989063366140138,433912.9709707875,17780058.862849843
A2,(-np.log(1 - a))**(1/2),0.9988939393375883,322796.8036577216,9258302.208176268
A5/2,(-np.log(1 - a))**(2/5),0.9988812509537132,256127.10326988206,5450166.133344811
A3,(-np.log(1 - a))**(1/3),0.998868262032077,211680.63634465562,3454999.838232035
A4,(-np.log(1 - a))**(1/4),0.998841342888642,156122.5526881226,1572275.8941653396
F3/4,1 - (1 - a)**(1/4),0.9973150866710595,626392.1435624519,38321721.37639689
D3,(1 - (1 - a)**(1/3))**2,0.9961960602385048,1247709.074338467,160794143.40844712
R3,1 - (1 - a)**(1/3),0.9961236434500268,618578.6880284955,37387174.237093404
G8,(1 - (1 - a)**(1/3))**(1/2),0.9959728520859907,304013.4948735095,7943908.924881463
R2,1 - (1 - a)**(1/2),0.9934893050852678,605343.6935548945,35799873.397499844
G7,(1 - (1 - a)**(1/2))**(1/2),0.9932320014104447,297395.99763670913,7576707.3864354165
D4,1 - (2*a/3) - (1 - a)**(2/3),0.992360499681623,1211402.0765871056,150977800.90687317
F1/3,1 - (1 - a)**(2/3),0.9908279902041426,594521.8144317924,34511282.87107008
D2,a + (1 - a)*np.log(1 - a),0.9903046068732931,1195884.319962762,147966582.09867132
D5,((1 - a)**(-1/3) - 1)**2,0.9887546449675997,1434715.3769822007,216197080.96611133
D1,a**2,0.9861344216521057,1165686.9460484881,140603743.00728837
P3/2,a**(3/2),0.986043918820568,871627.284965997,77117755.90933895
F0/R1/P1,a,0.9858603960385669,577567.6238835058,32523327.7022402
P2,a**(1/2),0.9852889448940149,283507.9628010147,6819721.163600381
P3,a**(1/3),0.9846843278470881,185488.07577351775,2448971.229158796
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9840847890391178,1148545.8422085978,134697808.57364476
P4,a**(1/4),0.9840439894378388,136478.1322597691,1049862.4289763938
D6,((1 + a)**(1/3) - 1)**2,0.9830214545078675,1140387.4999587387,132650707.4529925
D8,((1 + a)**(-1/3) - 1)**2,0.9795669934657746,1116702.4395811826,126795686.75110659
F3/2,(1 - a)**(-1/2) - 1,0.9757974178893462,745598.4205376867,56313385.82893809
G1,1 - (1 - a)**2,0.9738363402291365,544757.8415711517,28810748.3734721
G2,1 - (1 - a)**3,0.964593778622914,523607.1423341284,26521593.47729332
G3,1 - (1 - a)**4,0.9569958019352623,507803.8831303294,24867281.447490975
F2,(1 - a)**(-1) - 1,0.9169026315967673,858077.0778487162,76435354.6055317
B1,np.log(a / (1 - a)),0.8392217965263153,847103.2455000123,73098740.71809396
F3,(1 - a)**(-2) - 1,0.7921886151994583,1105776.7495014723,130915756.64113101
