Model,Equation,R2_score,Ea,A
G3,1 - (1 - a)**4,0.9895278002733285,56602.4043915022,-41538.93225378815
G2,1 - (1 - a)**3,0.9893179926742328,57975.871274658275,-39373.13152903755
D8,((1 + a)**(-1/3) - 1)**2,0.9881410690081767,127930.23026561488,391863.25395246677
G1,1 - (1 - a)**2,0.9878791214882198,59706.96687122789,-37581.22304430948
D6,((1 + a)**(1/3) - 1)**2,0.9862658218521759,129858.32797397234,426168.9036845854
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9855352699850106,130519.20827790062,438108.6892720497
D1,a**2,0.9838707229769779,131897.71032759134,574710.1362556812
P3/2,a**(3/2),0.983650785999781,97013.37035416743,188167.63500557514
F0/R1/P1,a,0.9831779811360903,62129.0303807436,-38166.302804437655
P2,a**(1/2),0.9814297491224757,27244.690407319737,-110318.21833653995
D2,a + (1 - a)*np.log(1 - a),0.9808557884693577,133959.99140161433,578922.5337105441
F1/3,1 - (1 - a)**(2/3),0.9795980129088049,63254.684419815625,-40634.79129592114
D4,1 - (2*a/3) - (1 - a)**(2/3),0.979149785315486,134923.49739849518,519680.8076424434
P3,a**(1/3),0.9789571365494211,15616.577082845119,-117246.52993504067
R2,1 - (1 - a)**(1/2),0.9768827200778242,63932.465814161296,-43308.479464557386
P4,a**(1/4),0.9752338331657406,9802.520420607812,-224959.08055032304
D3,(1 - (1 - a)**(1/3))**2,0.9744712924765686,137088.66725123176,561109.1600514433
G7,(1 - (1 - a)**(1/2))**(1/2),0.9740882508909561,28146.408124028596,-113580.4012267145
R3,1 - (1 - a)**(1/3),0.973065860238185,64724.508842563795,-48344.10203581511
F3/4,1 - (1 - a)**(1/4),0.9705345957391295,65176.19022720453,-52778.68957152209
G8,(1 - (1 - a)**(1/3))**(1/2),0.9695476628843339,28542.42963822985,-115769.51869295495
G6,(-np.log(1 - a))**4,0.9625000568920135,290203.9338025904,4579108.769464354
G5,(-np.log(1 - a))**3,0.9621253271151136,215743.0379604168,2289608.4026320893
G4,(-np.log(1 - a))**2,0.9613501463790015,141282.14211824324,762855.0455067352
A2/3,(-np.log(1 - a))**(3/2),0.9605387910980949,104051.6941971564,285232.50176766596
A3/4,(-np.log(1 - a))**(4/3),0.9601187983309839,91641.54489012744,168266.8912986071
F1/A1,-np.log(1 - a),0.9587976470434298,66821.24627606956,-2594.368579588717
A3/2,(-np.log(1 - a))**(2/3),0.9558466337364412,42000.94766201166,-90640.6569400292
A2,(-np.log(1 - a))**(1/2),0.9524038897570286,29590.79835498272,-105747.90457859715
A5/2,(-np.log(1 - a))**(2/5),0.9483465348475613,22144.708770765334,-108490.37428851436
A3,(-np.log(1 - a))**(1/3),0.9435098321235352,17180.649047953764,-112069.42496576345
D5,((1 - a)**(-1/3) - 1)**2,0.9328242246813327,147158.03892031877,766319.9543288931
A4,(-np.log(1 - a))**(1/4),0.9305091945458306,10975.574394439289,-162031.79978304319
F3/2,(1 - a)**(-1/2) - 1,0.9048816489061041,71484.49456597785,16976.037687359778
B1,np.log(a / (1 - a)),0.8248409641689101,377570.1182854651,8465959.55596831
F2,(1 - a)**(-1) - 1,0.8184815420707826,77233.08788437859,92331.2201171255
F3,(1 - a)**(-2) - 1,0.6475935026815259,89915.08187850256,263314.4896552316
