rate,slope,intercept,std_err
3,0.0002216434292816,-4.708977528905297,5.561718394113768e-06
5,0.0002133966927399,-4.279451288501614,5.087045176401786e-06
10,0.00020364660588038152,-3.2135542715942567,4.745538086036364e-06
