rate,slope,intercept,std_err
3,0.0001871192399122,-2.654082988223664,7.792066557125167e-07
5,0.0001801526463111,-3.567745945695613,9.972822601852355e-07
10,0.00017014824612777418,-2.9449877681319663,1.2296099961293738e-06
