Model,Equation,R2_score,Ea,A
D5,((1 - a)**(-1/3) - 1)**2,0.9980354461447271,426281.79035198217,19907704.08901238
F3/2,(1 - a)**(-1/2) - 1,0.9944596839810369,223198.53805155895,4847158.896015605
G6,(-np.log(1 - a))**4,0.9886943916669313,765561.5580457731,68785479.32325844
G5,(-np.log(1 - a))**3,0.9885842850923144,571959.7741870102,37426180.23511264
G4,(-np.log(1 - a))**2,0.9883598175125174,378357.99032824766,15509795.2631989
A2/3,(-np.log(1 - a))**(3/2),0.9881295243256394,281557.098398866,8092528.646359673
A3/4,(-np.log(1 - a))**(4/3),0.9880121340450546,249290.13442240574,6144636.144748962
F1/A1,-np.log(1 - a),0.9876506935275086,184756.20646948472,3035496.0705900197
A3/2,(-np.log(1 - a))**(2/3),0.9868837510192209,120222.27851656383,974663.8338587838
A2,(-np.log(1 - a))**(1/2),0.9860529690856583,87955.3145401033,336648.5654205418
A5/2,(-np.log(1 - a))**(2/5),0.9851515472765026,68595.13615422706,78743.92886012816
A3,(-np.log(1 - a))**(1/3),0.9841717837989078,55688.3505636429,-41727.232864476886
A4,(-np.log(1 - a))**(1/4),0.9819410255372149,39554.86857541268,-136193.40614235125
F3/4,1 - (1 - a)**(1/4),0.9726766987119575,172336.607505914,2358824.515802041
D3,(1 - (1 - a)**(1/3))**2,0.9698193388997252,347145.6892500903,12156913.023453409
R3,1 - (1 - a)**(1/3),0.9679557322449953,169150.05593040606,2264762.396371686
G8,(1 - (1 - a)**(1/3))**(1/2),0.9637457757843145,80152.23927056414,176934.5654679766
R2,1 - (1 - a)**(1/2),0.9595406867327818,163846.46222505963,2104521.1198029323
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9585432283088394,332581.905302857,10926876.380709253
F2,(1 - a)**(-1) - 1,0.9583414095161645,271857.671960139,7979141.382538552
G7,(1 - (1 - a)**(1/2))**(1/2),0.9541680840472501,77500.4424178908,148251.25309360563
D2,a + (1 - a)*np.log(1 - a),0.9534945001945583,326488.5861659157,10733851.634037916
F1/3,1 - (1 - a)**(2/3),0.9524300775959403,159607.42303585357,1976622.1767122769
D1,a**2,0.9446336434376743,315152.6180035308,9961865.361564111
P3/2,a**(3/2),0.943482507187374,234153.06915532867,5074952.123537525
F0/R1/P1,a,0.9410830761679393,153153.52030712663,1785692.3871703423
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9409013351647407,309220.27239369135,9077042.656937756
D6,((1 + a)**(1/3) - 1)**2,0.9390309197141506,306407.5325447196,8864375.283722268
D8,((1 + a)**(-1/3) - 1)**2,0.933171867183118,298262.89604661555,8261799.2313555535
P2,a**(1/2),0.9330199774065746,72153.97145892432,91383.46656451868
P3,a**(1/3),0.9234193463788068,45154.12184285683,-122907.24138624381
G1,1 - (1 - a)**2,0.9185801193030759,141299.14313096684,1453049.8141364572
P4,a**(1/4),0.9118958222879208,31654.197034823133,-169073.15915768198
G2,1 - (1 - a)**3,0.9035946245889088,134060.8499308022,1263355.521961327
G3,1 - (1 - a)**4,0.8920937366376049,128832.85268082176,1133108.4644486175
F3,(1 - a)**(-2) - 1,0.8694151048213242,378707.4464369725,17238512.74518595
B1,np.log(a / (1 - a)),0.751574617845673,125936.84108721794,1139738.931978685
