Model,Equation,R2_score,Ea,A
F3,(1 - a)**(-2) - 1,0.9931429636659577,1954922.1229606625,806634631.0361007
F2,(1 - a)**(-1) - 1,0.9457917320511854,1176543.1412808262,283765414.4433033
F3/2,(1 - a)**(-1/2) - 1,0.8435162636092192,817253.8535181383,132065287.94250765
B1,np.log(a / (1 - a)),0.8038613198622244,229142.06386506333,8278666.002075005
D5,((1 - a)**(-1/3) - 1)**2,0.7856257407534021,1431777.5754246772,417038818.85807955
G6,(-np.log(1 - a))**4,0.642445509643615,2181787.5914503736,985698428.840597
G5,(-np.log(1 - a))**3,0.6416411285425307,1633514.7603111402,547027308.2411907
G4,(-np.log(1 - a))**2,0.6400258347586691,1085241.9291719066,236524467.53195983
A2/3,(-np.log(1 - a))**(3/2),0.6384017981986395,811105.5136022898,129335978.50175756
A3/4,(-np.log(1 - a))**(4/3),0.6375864886484054,719726.7084124176,100726863.88630341
F1/A1,-np.log(1 - a),0.6351273339629695,536969.0980326731,54189061.313392535
A3/2,(-np.log(1 - a))**(2/3),0.6301490521292114,354211.4876529284,21891319.779368352
A2,(-np.log(1 - a))**(1/2),0.6250899020516342,262832.68246305647,11081866.331388399
A5/2,(-np.log(1 - a))**(2/5),0.6199488081482961,208005.3993491331,6304305.288531367
A3,(-np.log(1 - a))**(1/3),0.6147247088588427,171453.8772731842,3830595.6909415107
A4,(-np.log(1 - a))**(1/4),0.6040233335604115,125764.47467824807,1537740.9433923054
F3/4,1 - (1 - a)**(1/4),0.5427056029517419,453903.49412139936,36711436.14219764
D3,(1 - (1 - a)**(1/3))**2,0.526132306168388,879588.755256858,149515314.1279232
R3,1 - (1 - a)**(1/3),0.5196163956609833,434142.5110751489,33365749.62042552
G8,(1 - (1 - a)**(1/3))**(1/2),0.5063103141582087,211419.3889842943,6339072.04079462
R2,1 - (1 - a)**(1/2),0.4833330096446101,403112.2383923292,28401437.297975678
D4,1 - (2*a/3) - (1 - a)**(2/3),0.4762569369530083,794336.5703251339,120023364.88932014
G7,(1 - (1 - a)**(1/2))**(1/2),0.46902185659310963,195904.2526428845,5237728.305870679
D2,a + (1 - a)*np.log(1 - a),0.4571529254227338,761316.8901973142,110840952.20366623
F1/3,1 - (1 - a)**(2/3),0.45686491064676776,380127.9706814392,24966021.185738612
D1,a**2,0.42929877386500237,707823.5551649677,95167165.14066799
P3/2,a**(3/2),0.42666541789137963,528041.7330970857,51101828.96644346
F0/R1/P1,a,0.42136925172518824,348259.9110292037,20554726.40248603
D7,1 + (2*a/3) - (1 + a)**(2/3),0.4203833016666304,685329.6059854663,86797876.08688574
D6,((1 + a)**(1/3) - 1)**2,0.4161089056937164,674760.666734075,83836828.87981136
P2,a**(1/2),0.40524986451711387,168478.0889613217,3522727.5247943085
D8,((1 + a)**(-1/3) - 1)**2,0.40336833523119914,644346.2512933011,75596485.7531444
P3,a**(1/3),0.3887969337415429,108550.8149386943,844875.8878060062
P4,a**(1/4),0.3720300453606273,78587.17792738069,64765.08825021013
G1,1 - (1 - a)**2,0.3696731015719794,298355.66245742625,14483655.197184859
G2,1 - (1 - a)**3,0.34470880640937096,272259.7031600192,11719384.97427976
G3,1 - (1 - a)**4,0.3289520008403885,255021.0798862311,10048577.46699989
