Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9894235543973187,336313.2539878028,7910176.204337605
G5,(-np.log(1 - a))**3,0.9893607339498414,250389.6310588349,4121555.3793286406
G4,(-np.log(1 - a))**2,0.9892306361994212,164466.00812986612,1540221.434465242
A2/3,(-np.log(1 - a))**(3/2),0.9890942877360499,121504.19666538211,702088.7848517117
A3/4,(-np.log(1 - a))**(4/3),0.9890236471919969,107183.5928438873,489688.63280651823
F1/A1,-np.log(1 - a),0.9888012267294675,78542.3852008978,165154.6731589811
D3,(1 - (1 - a)**(1/3))**2,0.9884081243535214,152629.37082590515,1095065.8358582163
F3/4,1 - (1 - a)**(1/4),0.9883455976387403,73844.78137270112,71846.10388239329
A3/2,(-np.log(1 - a))**(2/3),0.9883037922363419,49901.17755790837,-26516.701651271436
A2,(-np.log(1 - a))**(1/2),0.9877236416876076,35580.5737364137,-73796.44270862057
R3,1 - (1 - a)**(1/3),0.987318446986303,72624.06654891722,68143.76219513062
A5/2,(-np.log(1 - a))**(2/5),0.9870419523232182,26988.21144351681,-88138.83191114326
A3,(-np.log(1 - a))**(1/3),0.9862343056828295,21259.969914918933,-93696.3139272206
D4,1 - (2*a/3) - (1 - a)**(2/3),0.985340269442663,147001.13157881773,959020.8448073362
R2,1 - (1 - a)**(1/2),0.9849100633083951,70574.14347469424,59844.45059131464
G8,(1 - (1 - a)**(1/3))**(1/2),0.9844568511850421,32621.414410423335,-92070.39883287608
A4,(-np.log(1 - a))**(1/4),0.9841018977861127,14099.668004171579,-106510.12663593183
D2,a + (1 - a)*np.log(1 - a),0.9836332216303896,144621.12631620918,986479.0997443697
F1/3,1 - (1 - a)**(2/3),0.9824244528958939,68917.89106453804,52228.58181147991
G7,(1 - (1 - a)**(1/2))**(1/2),0.9808890504005571,31596.45287331188,-91842.57033317714
D1,a**2,0.9804537358192629,140110.8662682512,919076.0598396418
P3/2,a**(3/2),0.9796080080212504,103237.84026917066,375518.7607398952
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9791972285138959,137677.5143519456,747903.0338930365
D6,((1 + a)**(1/3) - 1)**2,0.9785039002662598,136522.11459516958,722939.3460568169
F0/R1/P1,a,0.9777555827667376,66364.8142700903,39915.102675022026
D8,((1 + a)**(-1/3) - 1)**2,0.9760825554847997,133173.21437669446,652278.619996256
D5,((1 - a)**(-1/3) - 1)**2,0.9746129928239295,182331.5425464191,1926349.3080352494
P2,a**(1/2),0.9705701582428636,29491.78827100987,-92257.61897668918
G1,1 - (1 - a)**2,0.9662794653095202,61578.82726849117,16824.87845128698
P3,a**(1/3),0.959791236286008,17200.779604649746,-102108.07422829817
G2,1 - (1 - a)**3,0.957199952929164,58597.310203112895,3044.541781158653
F3/2,(1 - a)**(-1/2) - 1,0.9571010812334066,92850.77226508735,327720.68656584225
G3,1 - (1 - a)**4,0.9495501230168025,56416.578302782655,-6598.452432993465
P4,a**(1/4),0.9429182173519021,11055.27527146968,-139466.87272389187
F2,(1 - a)**(-1) - 1,0.889638442501068,110918.07185088773,654806.0214973888
F3,(1 - a)**(-2) - 1,0.7684059109246361,150685.3424300809,1613562.6703393238
B1,np.log(a / (1 - a)),0.5102876735184109,93268.3159202281,310727.76652888424
