Model,Equation,R2_score,Ea,A
G6,(-np.log(1 - a))**4,0.9986635832186752,2464532.4101993954,391288115.3558792
G5,(-np.log(1 - a))**3,0.9986586492038552,1845760.5930635866,217607019.5330173
G4,(-np.log(1 - a))**2,0.9986487095826102,1226988.7759277774,94499713.39225894
A2/3,(-np.log(1 - a))**(3/2),0.9986386735414107,917602.8673598728,51911191.61461543
A3/4,(-np.log(1 - a))**(4/3),0.998633618997627,814474.231170571,40524654.75841721
F1/A1,-np.log(1 - a),0.9986183074920515,608216.9587919681,21966003.45717031
A3/2,(-np.log(1 - a))**(2/3),0.9985870053843968,401959.6864133649,9026467.410242641
A2,(-np.log(1 - a))**(1/2),0.9985547696602939,298831.0502240635,4663732.349130601
A5/2,(-np.log(1 - a))**(2/5),0.99852156517576,236953.86851048257,2720231.1945569515
A3,(-np.log(1 - a))**(1/3),0.9984873551572199,195702.4140347619,1705372.6761681784
A4,(-np.log(1 - a))**(1/4),0.9984157627273703,144138.0959401112,752505.0869464688
D5,((1 - a)**(-1/3) - 1)**2,0.996359951244398,1334609.105394027,111796855.30401783
F3/4,1 - (1 - a)**(1/4),0.9924104304402459,579336.0612543675,19451043.549116652
D3,(1 - (1 - a)**(1/3))**2,0.9901810580523049,1153952.3407526463,82034300.03849249
R3,1 - (1 - a)**(1/3),0.9899773253646582,571698.7412044026,18947707.749185305
G8,(1 - (1 - a)**(1/3))**(1/2),0.9895519451935845,280571.94143028057,3958071.3422961696
F3/2,(1 - a)**(-1/2) - 1,0.9877478606553329,694206.4794090858,29088565.964285057
R2,1 - (1 - a)**(1/2),0.9852225189644788,558713.90592812,18089692.769659974
G7,(1 - (1 - a)**(1/2))**(1/2),0.9845950687867482,274079.5237921393,3761001.393032246
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9834644786041287,1118320.6269162525,76700881.20686065
F1/3,1 - (1 - a)**(2/3),0.9808276392671017,548061.0182958824,17391315.875977617
D2,a + (1 - a)*np.log(1 - a),0.9801656351214352,1103033.0700162384,75071078.69628534
D1,a**2,0.9737407340118669,1073223.855718904,71061380.30505231
P3/2,a**(3/2),0.9735581072332956,802279.1772032174,38882093.42958117
F0/R1/P1,a,0.9731874498820496,531334.4986875312,16312985.964256346
P2,a**(1/2),0.9720305478353279,260389.82017184512,3353570.495864542
P3,a**(1/3),0.970802040773595,170074.92733328295,1168691.1777505074
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9706774435026962,1056390.4807295667,67846119.9266369
P4,a**(1/4),0.9694960624225686,124917.4809140019,476081.67705096066
D6,((1 + a)**(1/3) - 1)**2,0.9691304521255238,1048383.3310642886,66739404.879800536
D8,((1 + a)**(-1/3) - 1)**2,0.9642546539758103,1025146.2242298367,63578688.657962605
G1,1 - (1 - a)**2,0.9563050468997811,498955.8204837455,14305029.498140762
G2,1 - (1 - a)**3,0.9442274573089208,478156.0855439705,13076355.660479069
F2,(1 - a)**(-1) - 1,0.939584082305403,802319.6456495511,39911057.57892719
G3,1 - (1 - a)**4,0.9346820851287282,462686.24521439715,12195216.212803788
B1,np.log(a / (1 - a)),0.8972667885816071,633754.1090893723,23888309.090974405
F3,(1 - a)**(-2) - 1,0.8258398883479295,1040926.1144078443,69467667.33228028
