Model,Equation,R2_score,Ea,A
F3/4,1 - (1 - a)**(1/4),0.9984394508868343,222439.61655174868,2785933.5788619565
D3,(1 - (1 - a)**(1/3))**2,0.9980149008967125,448458.5451413984,13293537.711215738
R3,1 - (1 - a)**(1/3),0.9979383055434489,219934.70504265258,2728938.6727295746
G8,(1 - (1 - a)**(1/3))**(1/2),0.9977683449866434,105672.78499327962,384897.6308579872
G6,(-np.log(1 - a))**4,0.9973479586351124,953364.1740748045,66560415.31814465
G5,(-np.log(1 - a))**3,0.9973418462301572,712875.8467920797,36499774.51011707
G4,(-np.log(1 - a))**2,0.9973294852854508,472387.51950935525,15386829.55508363
A2/3,(-np.log(1 - a))**(3/2),0.9973169395515784,352143.3558679932,8185671.0384537885
A3/4,(-np.log(1 - a))**(4/3),0.9973105961341262,312061.9679875393,6282346.278863965
F1/A1,-np.log(1 - a),0.9972912774858076,231899.1922266312,3221226.0288280677
A3/2,(-np.log(1 - a))**(2/3),0.9972512939224231,151736.41646572287,1153918.463391406
A2,(-np.log(1 - a))**(1/2),0.9972094125957126,111655.02858526893,492661.3675555631
A5/2,(-np.log(1 - a))**(2/5),0.9971655003817762,87606.19585699643,214823.39461543915
A3,(-np.log(1 - a))**(1/3),0.9971194117622127,71573.64070481478,78940.64127401233
A4,(-np.log(1 - a))**(1/4),0.9970200523844723,51532.94676458776,-35982.19019764335
R2,1 - (1 - a)**(1/2),0.9964250725955881,215661.17768196214,2626084.8576968377
G7,(1 - (1 - a)**(1/2))**(1/2),0.9960738994524747,103536.02131293442,364735.18485253624
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9957826138097415,436744.31518998294,12491784.911416862
F1/3,1 - (1 - a)**(2/3),0.9946284072852306,212131.52096617507,2538798.3400695734
D2,a + (1 - a)*np.log(1 - a),0.994388475075817,431692.2631359873,12392417.410303472
D1,a**2,0.9913506279305325,421641.5616353317,11834042.58136796
P3/2,a**(3/2),0.9912094104365209,314083.88746247545,6236836.517455445
F0/R1/P1,a,0.9909174412981329,206526.21328961916,2399088.7333596484
P2,a**(1/2),0.989958398844023,98968.53911676291,319824.73651894665
D7,1 + (2*a/3) - (1 + a)**(2/3),0.989812989223213,415726.43107201566,11111476.915572064
D6,((1 + a)**(1/3) - 1)**2,0.9889961028065832,412907.1199919217,10931916.569509106
P3,a**(1/3),0.9888563372339084,63115.98105914421,16233.504514755812
P4,a**(1/4),0.9875829637451106,45189.70203033481,-63818.93744993523
D8,((1 + a)**(-1/3) - 1)**2,0.9862722944517033,404714.27868896164,10418100.508866264
D5,((1 - a)**(-1/3) - 1)**2,0.9821829165332472,507643.25911067403,17709600.05008329
G1,1 - (1 - a)**2,0.9810237666678185,195403.00159506974,2124811.436849886
G2,1 - (1 - a)**3,0.9729765694473618,188059.63942809598,1948699.6033597018
G3,1 - (1 - a)**4,0.9661903732604941,182502.97029402328,1818897.213486901
F3/2,(1 - a)**(-1/2) - 1,0.9658250148022622,260049.71315891677,4197412.4874857785
F2,(1 - a)**(-1) - 1,0.8974507439974473,295303.2842435615,5768111.45293444
B1,np.log(a / (1 - a)),0.8088699281399527,420747.87059094047,11882259.505017255
F3,(1 - a)**(-2) - 1,0.7571624154390054,372957.1435029219,9947833.834070895
