Model,Equation,R2_score,Ea,A
D5,((1 - a)**(-1/3) - 1)**2,0.9957403278666387,1030146.1720429349,225393456.0621922
F3/2,(1 - a)**(-1/2) - 1,0.9936558724591853,538078.2379790739,58523113.22589969
G6,(-np.log(1 - a))**4,0.9835521594490624,1882606.5754737572,777593570.645644
G5,(-np.log(1 - a))**3,0.9834844891493557,1409394.5205002027,431070631.2367061
G4,(-np.log(1 - a))**2,0.9833480083773405,936182.4655266497,185967391.88226074
A2/3,(-np.log(1 - a))**(3/2),0.983209988957839,699576.4380398726,101447993.95886621
A3/4,(-np.log(1 - a))**(4/3),0.9831403952561776,620707.7622109469,78909214.32396273
F1/A1,-np.log(1 - a),0.9829292439838441,462970.41055309627,42283044.882205114
A3/2,(-np.log(1 - a))**(2/3),0.9824960121883621,305233.05889524485,16924908.015846737
A2,(-np.log(1 - a))**(1/2),0.9820476616644519,226364.38306631942,8470769.010940664
A5/2,(-np.log(1 - a))**(2/5),0.9815835047059148,179043.17756896405,4749777.356366075
A3,(-np.log(1 - a))**(1/3),0.9811028147958034,147495.70723739386,2831866.9270128272
A4,(-np.log(1 - a))**(1/4),0.980088720072044,108061.36932293109,1066629.4702790738
F3/4,1 - (1 - a)**(1/4),0.9666987013308275,437890.6902422595,36565892.5568099
D3,(1 - (1 - a)**(1/3))**2,0.9624332794564493,872812.6694801587,157590754.00832924
R3,1 - (1 - a)**(1/3),0.9614850148557943,431285.51252985065,35471099.92675622
G8,(1 - (1 - a)**(1/3))**(1/2),0.9594862676464719,210521.9340546966,6908343.893459892
F2,(1 - a)**(-1) - 1,0.9590991903671461,632505.0149258929,83850259.15732673
R2,1 - (1 - a)**(1/2),0.9519613562491445,420078.1110571555,33607893.43654191
G7,(1 - (1 - a)**(1/2))**(1/2),0.9494510173791142,204918.23331834914,6492432.944933134
D4,1 - (2*a/3) - (1 - a)**(2/3),0.9492880115353138,842061.1512819523,145728144.85611007
F1/3,1 - (1 - a)**(2/3),0.9436602437267635,410899.0114194955,32095849.726272885
D2,a + (1 - a)*np.log(1 - a),0.9432126943910147,828888.058136975,142303207.91064194
D1,a**2,0.9317556249286877,803251.1665846499,133546857.67506397
P3/2,a**(3/2),0.9311728383394918,599877.9638333733,72406018.65636279
F0/R1/P1,a,0.9299863132945063,396504.76108209655,29770424.03759954
D7,1 + (2*a/3) - (1 + a)**(2/3),0.9264802445110902,788953.4241659285,126288457.36172558
P2,a**(1/2),0.9262512335895351,193131.55833081953,5637932.683431356
D6,((1 + a)**(1/3) - 1)**2,0.9238782604393678,782159.8803203431,123896118.15042652
P3,a**(1/3),0.922233161179534,125340.49074706064,1703019.2589250356
P4,a**(1/4),0.9179042333399139,91444.9569551811,503814.0198576519
D8,((1 + a)**(-1/3) - 1)**2,0.9159001383928453,762459.9586367318,117086114.11535345
B1,np.log(a / (1 - a)),0.9146340698591338,427556.8906977468,35382887.14272125
G1,1 - (1 - a)**2,0.9021313917073288,368731.3867244321,25482523.62551007
G2,1 - (1 - a)**3,0.8837241725396761,351031.2061666254,22902302.54624681
G3,1 - (1 - a)**4,0.8699070918007346,337985.39118730987,21080999.33752518
F3,(1 - a)**(-2) - 1,0.857590690303097,840731.8944119962,154684986.7258505
