error_min,error_max,true
,,
71000.0,90000.0,80000.0
69000.0,99000.0,84000.0
66000.0,103000.0,85000.0
64000.0,106000.0,85000.0
63000.0,108000.0,86000.0
61000.0,110000.0,86000.0
60000.0,112000.0,86000.0
59000.0,113000.0,86000.0
58000.0,114000.0,86000.0
57000.0,116000.0,87000.0
57000.0,117000.0,87000.0
56000.0,117000.0,87000.0
55000.0,118000.0,87000.0
55000.0,119000.0,87000.0
54000.0,120000.0,87000.0
54000.0,121000.0,87000.0
53000.0,121000.0,87000.0
53000.0,122000.0,87000.0
52000.0,123000.0,88000.0
52000.0,123000.0,88000.0
52000.0,124000.0,88000.0
51000.0,124000.0,88000.0
51000.0,125000.0,88000.0
51000.0,126000.0,88000.0
50000.0,126000.0,88000.0
50000.0,127000.0,88000.0
50000.0,127000.0,88000.0
49000.0,128000.0,88000.0
49000.0,128000.0,89000.0
49000.0,128000.0,89000.0
49000.0,129000.0,89000.0
48000.0,129000.0,89000.0
48000.0,130000.0,89000.0
48000.0,130000.0,89000.0
48000.0,131000.0,89000.0
47000.0,131000.0,89000.0
47000.0,131000.0,89000.0
47000.0,132000.0,89000.0
47000.0,132000.0,89000.0
46000.0,133000.0,89000.0
46000.0,133000.0,90000.0
46000.0,133000.0,90000.0
46000.0,134000.0,90000.0
46000.0,134000.0,90000.0
45000.0,134000.0,90000.0
45000.0,135000.0,90000.0
45000.0,135000.0,90000.0
45000.0,135000.0,90000.0
45000.0,136000.0,90000.0
45000.0,136000.0,90000.0
44000.0,136000.0,90000.0
44000.0,137000.0,91000.0
44000.0,137000.0,91000.0
44000.0,137000.0,91000.0
44000.0,138000.0,91000.0
44000.0,138000.0,91000.0
44000.0,138000.0,91000.0
43000.0,139000.0,91000.0
43000.0,139000.0,91000.0
43000.0,139000.0,91000.0
43000.0,140000.0,91000.0
43000.0,140000.0,91000.0
43000.0,140000.0,92000.0
43000.0,141000.0,92000.0
43000.0,141000.0,92000.0
42000.0,141000.0,92000.0
42000.0,141000.0,92000.0
42000.0,142000.0,92000.0
42000.0,142000.0,92000.0
42000.0,142000.0,92000.0
42000.0,143000.0,92000.0
42000.0,143000.0,92000.0
42000.0,143000.0,92000.0
42000.0,143000.0,93000.0
42000.0,144000.0,93000.0
42000.0,144000.0,93000.0
42000.0,144000.0,93000.0
42000.0,144000.0,93000.0
41000.0,145000.0,93000.0
41000.0,145000.0,93000.0
41000.0,145000.0,93000.0
41000.0,146000.0,94000.0
41000.0,146000.0,94000.0
41000.0,146000.0,94000.0
41000.0,146000.0,94000.0
41000.0,147000.0,94000.0
41000.0,147000.0,94000.0
41000.0,147000.0,94000.0
41000.0,148000.0,94000.0
41000.0,148000.0,95000.0
42000.0,148000.0,95000.0
42000.0,148000.0,95000.0
42000.0,149000.0,95000.0
42000.0,149000.0,95000.0
42000.0,149000.0,96000.0
42000.0,150000.0,96000.0
43000.0,150000.0,96000.0
43000.0,151000.0,97000.0
44000.0,152000.0,98000.0
