Model,Equation,R2_score,Ea,A
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9929126930629786,127559.85917743297,149168204705.46793
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9926961674862685,112672.35637418965,5282635596.994175
F1/A1,(1 - a),0.991612220415743,82897.35076770294,6288770.4579907
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9898057178756918,-185077.69969067714,1.6088300535310314e-18
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9872465928157214,53122.34516121628,6654.697371272625
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9857926521071413,-95752.6828712171,3.0172406849327646e-10
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9794191595050908,38234.842357972986,198.84582953545285
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9764332289550948,194521.1895040322,2.5243817876328896e+17
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9731905242992175,152685.1573455523,1086045365305.5033
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9731905242992175,152685.1573455523,4887204143874.768
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.96742607447703,29302.340676026924,23.003960948167624
F3/2,2*(1 - a)**(3/2),0.9543700139252965,103815.36684694381,1515965379.4951668
F3/4,4*(1 - a)**(3/4),0.9525295005823897,72438.3427280826,71602.63155658706
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9505044484301168,23347.339554729613,5.281437452565109
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9475699369265824,143751.3366652629,695986307799.2277
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9243302428734481,138739.81329272332,17663588665.83258
R3,3*(1 - a)**(2/3),0.9235977851922614,68952.00671487578,34093.804345083045
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.8987520493277287,15903.58815310795,0.7906365017922413
F2,(1 - a)**2,0.8798625924283833,124733.38292618463,1461749031661.8574
D2,1 / (-np.log(1 - a)),0.8747944781965037,130386.3354286814,6765457852.381577
R2,2*(1 - a)**(1/2),0.8361317339495276,61979.3346884622,6522.021282317764
D1,1 / (2*a),0.7997309580496688,118745.85037376755,426140599.3592657
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.7829905088974538,115243.26392434635,16409560.185836663
B1,1 / (a - (1 - a)),0.7796472816610792,-250159.22233850195,8.363942982235059e-26
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.7744286345139266,113551.19110827403,9832981.351484368
F3,(1 - a)**3,0.7592409013821962,166569.41508466614,3.3976597585133965e+17
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.746551371562499,108474.97266006429,2115680.283121834
F1/3,(3/2)*(1 - a)**(1/3),0.7092424947258988,55006.66266204852,1109.0124874033036
P3/2,(2/3)/a**(1/2),0.6772305195828509,79903.58449149452,113889.07171925466
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.5491581473831559,-6427.666051757064,0.05029875291237726
E2,a / 2,0.42069772989690757,-36623.21315532478,6.871070773556765e-06
E1,a,0.42069772989690757,-36623.21315532478,3.4355353867783824e-06
F0/R1/P1,"np.full_like(a, 1)",0.39342507074766714,41061.318609221365,27.05569356754402
G3,1 / (4*(1 - a)**3),0.15847092810574437,-84446.77786622345,8.617820575902776e-15
P4,4*a**(3/4),0.12786823805039382,-17202.080214188245,4.549885800053613e-05
G2,1 / (3*(1 - a)**2),0.07785688244099584,-42610.74570774183,1.5023315327706486e-09
P3,3*a**(2/3),0.05248460776890724,-10728.369233809386,0.00022783892346237426
P2,2*a**(1/2),0.0022324331381704406,2219.0527269482996,0.004820549570980735
G1,1 / (2*(1 - a)),6.156303168126967e-05,-774.7135492602335,0.00023279925998594153
