Model,Equation,R2_score,Ea,A
F3,(1 - a)**3,0.9885821005560215,1112624.166734739,1.3222302173458826e+91
E2,a / 2,0.985472798126198,-517891.835096723,3.5516705074998712e-43
E1,a,0.9854727981261976,-517891.8350967229,1.7758352537500077e-43
F2,(1 - a)**2,0.9727008204224851,637335.8124070744,5.386400887637151e+51
P4,4*a**(3/4),0.9486374108073896,-466729.10038460576,3.739490888963193e-40
P3,3*a**(2/3),0.9271831026618995,-449674.85548056685,1.0144745315548454e-38
B1,1 / (a - (1 - a)),0.8979292644870767,-485125.2622653641,4.961764496732272e-41
G3,1 / (4*(1 - a)**3),0.8978071251096844,-1739105.959231248,2.4172225632412037e-145
F3/2,2*(1 - a)**(3/2),0.8955372039172355,399691.63524324214,5.435812586070554e+31
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.8931532348559199,-153574.15056823226,4.513863349408687e-13
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.8822506307997627,-74668.74840632167,9.963258179831544e-08
G2,1 / (3*(1 - a)**2),0.8734687633123555,-1263817.6049035832,4.450269458921314e-106
P2,2*a**(1/2),0.8680043313592044,-415566.3656724887,6.29958982022001e-36
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.8168006315652585,734920.9128832024,9.533700212196073e+57
G1,1 / (2*(1 - a)),0.8144583744505199,-788529.2505759189,7.282885024299346e-67
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.7508681243739863,-469195.7592158743,6.964145080365294e-38
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.7176597034100438,-784817.3678635167,9.550688710882569e-63
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.6210387299821519,-48366.94768568483,1.605663157306272e-05
F0/R1/P1,"np.full_like(a, 1)",0.5665295248258073,-313240.8962482544,8.938854394115236e-28
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.5514316043292302,319858.2624032308,1.0262837568282873e+25
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.5302151577942299,267254.6609619572,6.244336377507334e+20
F1/A1,(1 - a),0.4533857475564055,162047.45807941008,2194271023436.3318
F1/3,(3/2)*(1 - a)**(1/3),0.29228805567115757,-154811.4448056997,8.038840385910206e-15
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.25840493185454966,259632.55855554715,3.8837662769955287e+18
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.25840493185454966,259632.55855554715,1.7476948246479888e+19
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.23216598814009365,-27325.507109175378,0.0008926622013972494
P3/2,(2/3)/a**(1/2),0.22827142401702985,-210915.42682402022,9.512895302650302e-20
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.22639286170994163,56840.25519686256,6853.96249330888
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.11187504115368287,162064.7737955952,276007908382.46265
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.10602486231747808,-164533.54154204772,1.319051660799876e-17
R2,2*(1 - a)**(1/2),0.10171121454885934,-75596.7190844223,2.2143999853076838e-08
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.07254052777799284,-136968.73439375864,3.3517710141643406e-15
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.06275711256511493,-127780.46534434,2.1229764968115113e-14
D1,1 / (2*a),0.04466411029225716,-108589.95739978591,8.998933624103274e-12
F3/4,4*(1 - a)**(3/4),0.044264699634989385,43225.369497493804,77.93421682786646
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.04396672287949705,101203.10711298347,287905.7142920839
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.0036812194141266764,4236.653755588841,0.3518636019709645
R3,3*(1 - a)**(2/3),0.00030042819669558825,3618.0066368550815,0.05422083627910301
D2,1 / (-np.log(1 - a)),2.309982447015414e-05,2380.7123993877417,0.008690679208218538
