Model,Equation,R2_score,Ea,A
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9980705056261435,371945.77603963634,6.022276156817877e+30
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9980705056261435,371945.77603963634,2.7100242705680653e+31
F3/4,4*(1 - a)**(3/4),0.9973309088272071,186106.83703308384,861246578282448.1
R3,3*(1 - a)**(2/3),0.9964764176104801,182724.97414984897,514603809223726.2
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9964713744143011,-193687.18574435677,2.4281603392410188e-17
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9960846718119775,-388656.99145792937,4.707718937657695e-34
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.9957567676261317,362941.14353846596,6.387859663649303e+30
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.9924133369955357,358418.32450674206,2.428777152494486e+29
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9908054260935824,293737.3285395745,1.5057792003552587e+25
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9902025478425962,261242.36092064588,2.0910985915720037e+22
F1/A1,(1 - a),0.9882202833587078,196252.42568278834,3.827958749540695e+16
R2,2*(1 - a)**(1/2),0.9875588165309285,175961.2483833794,155016439232470.56
D2,1 / (-np.log(1 - a)),0.9838348991814525,350639.87679754285,1.7268468675900833e+29
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9834942164427826,131262.4904449308,62288441735.28508
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.9777949637536899,98767.52282600208,72985143.76175433
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9711767320388264,79270.5422546448,1209438.80159935
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9703283300417873,412528.1306384989,9.180781679191449e+34
D1,1 / (2*a),0.9677038234500548,337427.7039927414,1.491353136569616e+28
F1/3,(3/2)*(1 - a)**(1/3),0.9676499446758624,169197.52261690967,41507826671227.73
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.9636970503806792,66272.55520707331,76016.68854730135
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.9633294575611675,331602.1610619939,4.106956016563717e+26
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.9609975341521634,328772.70836520643,2.0855712137788365e+26
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.9530126834969107,320284.35027505097,2.731114700681429e+25
P3/2,(2/3)/a**(1/2),0.9475356349607723,246548.887538356,2.052535300708748e+20
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.9463951008912305,50025.07139760892,2253.4767379037403
F3/2,2*(1 - a)**(3/2),0.936429364229497,216543.60298219728,2.363179715122088e+18
F0/R1/P1,"np.full_like(a, 1)",0.8906207767065618,155670.07108397048,2511008921942.8022
F2,(1 - a)**2,0.8675622238683537,236834.78028160625,5.8356097663117355e+20
F3,(1 - a)**3,0.7382514675808102,277417.13488042424,8.896214294043776e+24
P2,2*a**(1/2),0.6147089422381667,64791.254629584866,23039.186477934534
G1,1 / (2*(1 - a)),0.45114863717249226,115087.71648515256,329427050.7399179
P3,3*a**(2/3),0.32025053338795645,34498.315811456356,40.5127919863557
E1,a,0.22599263687146182,-26087.561824800658,0.0008455630864972948
E2,a / 2,0.2259926368714617,-26087.561824800658,0.0016911261729945896
P4,4*a**(3/4),0.13140390350454625,19351.846402392093,1.5604921350598406
G2,1 / (3*(1 - a)**2),0.12220894573719222,74505.36188633468,32413.917612218942
B1,1 / (a - (1 - a)),0.030291460952370952,-138217.04230248774,3.014371854137017e-14
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.018359265421674358,1282.6199692157834,1.113247358909085
G3,1 / (4*(1 - a)**3),0.01526206021128729,33923.0072875168,2.834988275989697
