Model,Equation,R2_score,Ea,A
D5,((3/2)*(1 - a)**(4/3)) / ((1 - a)**(-1/3) - 1),0.9984929034197074,955245.9026089085,7.11892000163933e+69
G5,(1/3)*(1 - a)*(-np.log(1 - a))**2,0.9962476079659418,-476459.3235477674,3.200370905343952e-35
G6,(1/4)*(1 - a)*(-np.log(1 - a))**3,0.9935599760404248,-913104.9946215921,5.027899579534568e-67
F3/2,2*(1 - a)**(3/2),0.9911284793883113,510990.84393806587,4.701928391898319e+37
A2/3,(2/3)*(1 - a)*(-np.log(1 - a))**(-1/2),0.9801714616333271,615154.8541367948,1.0618213553838035e+45
A3/4,(3/4)*(1 - a)*(-np.log(1 - a))**(-1/3),0.9787265532162773,542380.5756244905,4.5023597229346974e+39
F1/A1,(1 - a),0.9739121010757903,396832.01859988226,7.683940071101861e+28
A3/2,(3/2)*(1 - a)*(-np.log(1 - a))**(1/3),0.9618587169682725,251283.46157527383,1.1656689410226537e+18
A2,2*(1 - a)*(-np.log(1 - a))**(1/2),0.945977720765624,178509.18306296977,4170400325599.842
F2,(1 - a)**2,0.9453318882731344,625149.66927625,1.150874702195392e+47
D3,((3/2)*(1 - a)**(2/3)) / (1 - (1 - a)**(1/3)),0.9272829351604767,726928.2519325343,4.75302433524344e+51
G8,(1/3)*(1 - a)**(2/3) / (1 - (1 - a)**(1/3)),0.9272829351604764,726928.251932534,2.138860950859473e+52
A5/2,(5/2)*(1 - a)*(-np.log(1 - a))**(3/5),0.9254534212288125,134844.6159555873,2139895114.9235675
A3,3*(1 - a)*(-np.log(1 - a))**(2/3),0.8993615287902165,105734.9045506656,13262571.683521096
F3/4,4*(1 - a)**(3/4),0.8955510679088743,339752.60593079013,5.491145595720226e+23
G7,(1/4)*(1 - a)**(1/2) / (1 - (1 - a)**(1/2)),0.8840025322191591,678241.7096696632,5.665270311568799e+48
R3,3*(1 - a)**(2/3),0.8526631241198591,320726.1350410929,2.2386250340339427e+22
D4,(3/2) / ((1 - a)**(-1/3) - 1),0.8504626709345869,650822.3683737521,4.15421222672379e+45
F3,(1 - a)**3,0.8489916243241655,853467.3199526176,1.7237414241875552e+65
A4,4*(1 - a)*(-np.log(1 - a))**(3/4),0.8264438018267377,69347.7652945135,21724.992559911036
D2,1 / (-np.log(1 - a)),0.7847592876790267,605160.038997339,4.3540393468578586e+42
G4,(1/2)*(1 - a)*(-np.log(1 - a)),0.7751802054572917,-39813.65247394265,0.001810762573869929
R2,2*(1 - a)**(1/2),0.7388419235270781,282673.1932616986,3.1392936097250697e+19
B1,1 / (a - (1 - a)),0.6970392550741167,-743557.1662352834,5.750787369823531e-56
D1,1 / (2*a),0.6907800919137389,541994.3662305432,7.923676680949941e+37
D7,(3/2) / (1 - (1 + a)**(-1/3)),0.6695231277231857,523331.96441718785,2.7731453289012386e+35
D6,((3/2)*(1 + a)**(2/3)) / ((1 + a)**(1/3) - 1),0.6588414626918524,514321.80380254134,5.221842632584148e+34
D8,((3/2)*(1 + a)**(4/3)) / (1 - (1 + a)**(-1/3)),0.6248679828125577,487291.321959091,3.486400132052361e+32
F1/3,(3/2)*(1 - a)**(1/3),0.5923945629951116,244620.25148230352,3.9131815162256e+16
P3/2,(2/3)/a**(1/2),0.5558147042571485,355254.36707702896,2.1385016095718665e+24
E2,a / 2,0.5519406552855719,-204965.63038351454,1.3286574704333178e-16
E1,a,0.5519406552855719,-204965.63038351457,6.64328735216653e-17
F0/R1/P1,"np.full_like(a, 1)",0.2762079822485856,168514.36792351457,51302661274.64344
G3,1 / (4*(1 - a)**3),0.24622932593222202,-516438.58410558884,6.107558864523209e-44
P4,4*a**(3/4),0.22617248687637198,-111595.63080675743,8.755123180401067e-11
G2,1 / (3*(1 - a)**2),0.14730494725214668,-288120.9334292211,6.86077219919767e-26
P3,3*a**(2/3),0.12417043455993566,-80472.29761450495,2.031643027686337e-08
G1,1 / (2*(1 - a)),0.01510557024979556,-59803.282752853454,6.850555911436769e-08
P2,2*a**(1/2),0.006327830043896862,-18225.631230000177,0.0009230632708247888
