rate,slope,intercept,std_err
3,0.0001963026331933,-2.826938670018448,2.6391526164737656e-06
5,0.0001933465658069,-2.371837733166433,2.413712568833604e-06
10,0.00018949972011163,-1.7639750666027822,1.881826738862544e-06
