rate,slope,intercept,std_err
3,0.0001932832534673,-2.278955794190331,4.864675423547899e-07
5,0.0001871724487156,-2.487333291421379,6.05648660409298e-07
10,0.0001815352602049901,-2.0032560294159367,5.232214873743976e-07
