rate,slope,intercept,std_err
3,0.0002281860089302,-5.063406167129141,3.6709549278427526e-06
5,0.0002232336629121,-4.763022819096385,2.6301027443694603e-06
10,0.00021605677508778384,-4.143736821963589,3.3062218443368708e-06
