rate,slope,intercept,std_err
3,0.0002196350622513,-2.904138403594452,1.4159779535388716e-06
5,0.0002167076251461,-3.048036944357541,1.505215339392272e-06
10,0.00020784477951666077,-2.271846627446344,1.9813800255015766e-06
