rate,slope,intercept,std_err
3,0.0002424749281604,-5.247334438034256,5.703619804637935e-06
5,0.0002377278082775,-4.997276355199101,5.324008572832321e-06
10,0.0002331255640749909,-4.090097480649803,4.962705711450548e-06
