rate,slope,intercept,std_err
3,0.0001892962146033,-4.91044017438314,1.1229993973880058e-06
5,0.0001840875485245,-4.440608580967922,1.0625325441660016e-06
10,0.0001784305659573732,-3.285872227939626,7.560559859245014e-07
